Transcript ID	Locus ID	Entrez Arabidopsis ID	Col_Shoot_baseMeanB_GC	Col_Shoot_baseMeanA_FL	Col_Shoot_log2FoldChange	Col_Shoot_pval	Col_Shoot_padj	Symbol
AT1G78780.2	AT1G78780	844214	119.3182588	21.70886187	2.458458832	1.91E-09	9.66E-06	pathogenesis
AT1G78780.3	AT1G78780	844214	119.2219691	26.17667112	2.187296559	6.85E-08	0.000161749	pathogenesis
AT1G78780.4	AT1G78780	844214	119.3182588	21.25799634	2.488737301	1.41E-09	8.33E-06	pathogenesis
AT1G79440.1	AT1G79440	844282	1677.838226	2831.155645	-0.754787444	0.00263188	0.39664113	SSADH1
AT1G79450.1	AT1G79450	844283	35.74925847	11.34981335	1.655244744	0.00482795	0.529370555	ALIS5
AT1G79450.2	AT1G79450	844283	35.74925847	11.34981335	1.655244744	0.004507502	0.510024613	ALIS5
AT1G79680.1	AT1G79680	844307	91.58792567	17.20454344	2.412367809	0.018903491	1	kinase
AT1G79890.1	AT1G79890	844328	55.63576786	30.38020908	0.872880881	0.015165617	1	helicase
AT1G80920.1	AT1G80920	844432	4813.550956	6918.772151	-0.523414468	0.04893573	1	J8
AT2G03360.1	AT2G03360	814865	4.107105639	0	Inf	0.00793579	0.733822281	"transferase, transferring glycosyl groups"
AT2G03360.2	AT2G03360	814865	4.107105639	0	Inf	0.008005091	0.735338388	"transferase, transferring glycosyl groups"
AT2G04100.1	AT2G04100	814946	104.2269788	36.94123274	1.496424847	0.000182337	0.070191884	MATE efflux
AT2G04400.1	AT2G04400	814980	1424.239109	954.4166771	0.577500217	0.027125598	1	IGPS
AT2G04450.1	AT2G04450	814985	141.7002448	74.43376116	0.928813208	0.046548209	1	NUDT6
AT2G05440.1	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028338736	1	glycine-rich
AT2G05440.2	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028333229	1	glycine-rich
AT2G05440.3	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028331472	1	glycine-rich
AT2G05440.4	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028371726	1	glycine-rich
AT2G05440.5	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028400656	1	glycine-rich
AT2G05440.6	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028340056	1	glycine-rich
AT2G05440.7	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028369172	1	glycine-rich
AT2G05440.8	AT2G05440	815093	15.28529529	5.594375861	1.450095333	0.028320565	1	glycine-rich
AT2G05510.1	AT2G05510	815100	11.88625241	0	Inf	0.005452302	0.572993298	glycine-rich
AT2G05510.2	AT2G05510	815100	11.88625241	0	Inf	0.005414425	0.571560577	glycine-rich
AT2G05510.3	AT2G05510	815100	11.88625241	0	Inf	0.00540051	0.571560577	glycine-rich
AT2G05510.4	AT2G05510	815100	11.88625241	0	Inf	0.00539301	0.571560577	glycine-rich
AT2G05510.5	AT2G05510	815100	11.88625241	0	Inf	0.005422531	0.571560577	glycine-rich
AT2G05510.6	AT2G05510	815100	11.88625241	0	Inf	0.005257081	0.56249174	glycine-rich
AT2G07688.1	AT2G07688	28717839	349.4082848	509.7906039	-0.544990967	0.030396763	1	-
AT2G14170.1	AT2G14170	815903	1860.050862	2791.694424	-0.585798962	0.026990393	1	ALDH6B2
AT2G14170.2	AT2G14170	815903	1820.103653	2741.864204	-0.591136508	0.025755314	1	ALDH6B2
AT2G14170.3	AT2G14170	815903	1841.182072	2756.206427	-0.582051643	0.02795805	1	ALDH6B2
AT2G14620.1	AT2G14620	815950	12.85945475	5.119574753	1.328733586	0.037715291	1	glucosyl transferase
AT2G15480.1	AT2G15480	816040	137.6586616	71.91867807	0.936656981	0.024025248	1	UGT73B5
AT2G15480.2	AT2G15480	816040	136.5685615	70.47132968	0.954517068	0.020324031	1	UGT73B5
AT2G15490.1	AT2G15490	816041	28.73540938	4.299484189	2.740594108	0.000503799	0.151843391	UGT73B4
AT2G15490.2	AT2G15490	816041	17.59391986	3.841559149	2.195313073	0.010045781	0.851151659	UGT73B4
AT2G15490.3	AT2G15490	816041	28.73540938	4.299484189	2.740594108	0.000505916	0.151843391	UGT73B4
AT2G16870.1	AT2G16870	816188	198.4360986	118.7241173	0.741061469	0.009475932	0.82053698	TIR-NBS-LRR
AT2G16960.1	AT2G16960	816199	0	6.285186472	-	0.003943819	0.473813468	importin beta-2 subunit
AT2G16960.2	AT2G16960	816199	0	6.285186472	-	0.00559119	0.580696726	importin beta-2 subunit
AT2G17050.1	AT2G17050	816210	31.08759678	8.774370157	1.824971619	0.002625182	0.39664113	TIR-NBS-LRR
AT2G17430.1	AT2G17430	816249	31.40877229	18.43668612	0.768588188	0.04065451	1	MLO7
AT2G18650.1	AT2G18650	816380	66.71722728	101.9330587	-0.611490781	0.047773572	1	MEE16
AT2G18660.1	AT2G18660	816381	147.3575102	31.73532439	2.215159095	0.04821866	1	EXLB3
AT2G19500.1	AT2G19500	816469	10.55109883	2.132866026	2.306528002	0.018032615	1	CKX2
AT2G19800.1	AT2G19800	816499	3506.103422	8952.209755	-1.352375287	0.003190753	0.434629709	MIOX2
AT2G21850.1	AT2G21850	816721	119.2022751	65.38892087	0.866293652	0.049862766	1	protein binding
AT2G22450.1	AT2G22450	816777	487.0646348	883.0918509	-0.858450267	0.003572091	0.455068992	riboflavin biosynthesis
AT2G22770.1	AT2G22770	816807	270.0529769	148.3550414	0.864188498	0.010548181	0.872837328	NAI1
AT2G22860.1	AT2G22860	816817	16.47748089	57.97231597	-1.814868425	0.020821345	1	PSK2
AT2G23100.1	AT2G23100	816842	170.3312649	302.113839	-0.826749	0.016498336	1	DC1
AT2G24040.1	AT2G24040	816938	107.4579789	63.67315103	0.755015542	0.049890007	1	hydrophobic
AT2G24165.1	AT2G24165	3768487	31.59023367	13.52250051	1.224116657	0.032687612	1	-
AT2G24180.1	AT2G24180	816952	1000.125585	614.3795412	0.70297909	0.008930375	0.788723635	CYP71B6
AT2G24570.1	AT2G24570	816993	207.5302697	132.2094066	0.650496951	0.037876453	1	WRKY17
AT2G24610.1	AT2G24610	816997	26.18954806	59.74772677	-1.18989266	0.025038528	1	CNGC14
AT2G25330.1	AT2G25330	817071	21.02944921	3.66340032	2.521155799	0.002397957	0.374123571	MATH
AT2G25450.1	AT2G25450	817083	6989.440332	11717.91069	-0.745466516	0.002152366	0.357878899	2-oxoglutarate-dependent dioxygenase
AT2G25940.1	AT2G25940	817135	26.71237642	14.61321469	0.870234745	0.03289797	1	ALPHAVPE
AT2G26290.1	AT2G26290	817169	18.36213534	5.048741328	1.862738172	0.01402648	1	ARSK1
AT2G26400.1	AT2G26400	817180	35.7232295	4.674206115	2.934069253	0.005677049	0.584089412	ARD3
AT2G26980.1	AT2G26980	817240	1335.138079	2061.957526	-0.627025663	0.012057283	0.939080126	SnRK3.17
AT2G26980.2	AT2G26980	817240	1370.09156	2124.469567	-0.632830368	0.011554871	0.917549989	SnRK3.17
AT2G26980.3	AT2G26980	817240	1369.353042	2122.00454	-0.631933298	0.011655631	0.921419279	SnRK3.17
AT2G26980.4	AT2G26980	817240	1379.376291	2133.122475	-0.628950727	0.012042144	0.939080126	SnRK3.17
AT2G26980.5	AT2G26980	817240	1295.033875	2007.078735	-0.632107377	0.011821847	0.930405629	SnRK3.17
AT2G27660.1	AT2G27660	817312	193.6844719	72.1436315	1.424764343	0.003111292	0.428753024	DC1
AT2G28120.1	AT2G28120	817358	399.2465627	728.2937464	-0.86724047	0.039549149	1	nodulin
AT2G28190.1	AT2G28190	817365	6272.725666	17118.17683	-1.448364682	0.000217217	0.076168037	CZSOD2
AT2G28960.1	AT2G28960	817445	24.99569908	4.496064494	2.474945242	0.030618205	1	kinase
AT2G29100.1	AT2G29100	817458	41.48964746	3.279048548	3.661402232	0.021879754	1	GLR2.9
AT2G29250.1	AT2G29250	817474	12.35228616	0	Inf	0.013707102	1	kinase
AT2G29330.1	AT2G29330	817482	22.38677732	6.033862218	1.891493202	0.025622495	1	TRI
AT2G29350.1	AT2G29350	817484	191.5924119	22.97959684	3.059615032	0.026339833	1	SAG13
AT2G29350.2	AT2G29350	817484	178.518237	22.18951085	3.008121694	0.027753563	1	SAG13
AT2G29350.3	AT2G29350	817484	191.5924119	22.5216718	3.088654595	0.025254771	1	SAG13
AT2G29420.1	AT2G29420	817491	105.2965359	64.51853587	0.70667237	0.025965387	1	GST25
AT2G29480.1	AT2G29480	817497	8.782950946	1.328643809	2.724751357	0.019025902	1	GST20
AT2G29490.1	AT2G29490	817498	109.3396744	24.83269665	2.138504143	3.68E-08	9.55E-05	GST19
AT2G30490.1	AT2G30490	817599	5224.100127	3753.133138	0.477087079	0.035629156	1	CYP73A5
AT2G30660.1	AT2G30660	817616	150.628792	4.223340584	5.156469155	0.015057619	1	hydrolase
AT2G30750.1	AT2G30750	817626	1844.005866	18.62034185	6.629819875	0.000566968	0.164587886	CYP71A12
AT2G30770.1	AT2G30770	817628	143.8295946	8.353474781	4.105840309	0.029545488	1	CYP71A13
AT2G31020.1	AT2G31020	817653	61.78080779	18.02681895	1.777013896	0.00068134	0.186263546	ORP1A
AT2G31750.1	AT2G31750	817732	1055.340438	656.0889796	0.685745074	0.008090533	0.738490528	UGT74D1
AT2G31865.1	AT2G31865	817744	414.9971654	222.2573204	0.900870545	0.031278911	1	PARG
AT2G31865.2	AT2G31865	817744	416.8886429	224.5938262	0.892343799	0.031566962	1	PARG
AT2G32235.1	AT2G32235	817783	1083.495849	1511.812565	-0.480585659	0.045111711	1	-
AT2G32290.1	AT2G32290	817789	149.5691895	361.933694	-1.274912403	0.030419565	1	BMY5
AT2G32660.1	AT2G32660	817826	68.98416217	19.1637398	1.847886046	0.001657762	0.299547483	RLP22
AT2G32680.1	AT2G32680	817828	526.6112455	147.3772053	1.837224928	0.021691202	1	RLP23
AT2G32960.1	AT2G32960	817858	155.1672632	103.7336791	0.580939844	0.021572902	1	tyrosine specific phosphatase
AT2G33020.1	AT2G33020	817864	11.95839591	3.696161942	1.693924008	0.016473924	1	RLP24
AT2G33240.1	AT2G33240	817886	91.81272043	55.21805166	0.733554065	0.048964278	1	XID
AT2G33550.1	AT2G33550	817920	87.77344775	128.7063091	-0.552226293	0.036218105	1	gt-2
AT2G33830.1	AT2G33830	817950	1228.171982	3316.522401	-1.433158674	0.001808472	0.316635649	dormancy/auxin associated
AT2G33830.2	AT2G33830	817950	1241.640185	3343.083238	-1.428932121	0.001910707	0.326906279	dormancy/auxin associated
AT2G34070.1	AT2G34070	817968	582.8931508	873.5350753	-0.583634184	0.018694888	1	-
AT2G34150.1	AT2G34150	817976	255.7520121	145.3642447	0.815073137	0.003204341	0.434808245	WAVE1
AT2G34150.2	AT2G34150	817976	255.4225218	145.3642447	0.813213287	0.003294468	0.440290087	WAVE1
AT2G34185.1	AT2G34185	3767733	1.23249693	7.530661583	-2.611192561	0.022621878	1	-
AT2G34185.2	AT2G34185	3767733	1.23249693	7.988586623	-2.696356225	0.015579843	1	-
AT2G34210.1	AT2G34210	817982	14.39047271	2.661607283	2.43474436	0.010350938	0.86631295	ribosome
AT2G34300.1	AT2G34300	817991	1262.467506	2861.713156	-1.180632815	5.53E-06	0.004565183	dehydration-responsive
AT2G34300.2	AT2G34300	817991	1259.093579	2862.289786	-1.18478423	5.07E-06	0.004565183	dehydration-responsive
AT2G34500.1	AT2G34500	818013	65.98464344	10.27564148	2.682901845	5.95E-05	0.027749612	CYP710A1
AT2G34940.1	AT2G34940	818059	65.07051069	17.95048863	1.85798076	0.002952147	0.416986872	vacuolar sorting receptor
AT2G35585.1	AT2G35585	818124	29.17149313	47.65928189	-0.708197982	0.042542131	1	-
AT2G35980.1	AT2G35980	818171	108.858829	3.092839695	5.137382553	6.99E-07	0.00095235	YLS9
AT2G36020.1	AT2G36020	818175	10.94061921	1.454407896	2.91119055	0.023712716	1	HVA22J
AT2G37040.1	AT2G37040	818280	4066.90402	2203.473534	0.884151374	0.004977164	0.540709281	pal1
AT2G37570.1	AT2G37570	818333	631.4441084	899.1838299	-0.509961051	0.042485098	1	SLT1
AT2G37750.1	AT2G37750	818352	28.61137058	11.24094254	1.3478256	0.038507062	1	-
AT2G37980.1	AT2G37980	818376	39.99822334	13.51643152	1.565221604	0.003823037	0.473813468	-
AT2G38400.1	AT2G38400	818421	414.7127291	698.1013315	-0.751324134	0.00805787	0.737409641	AGT3
AT2G38400.2	AT2G38400	818421	374.7026866	618.196547	-0.722319274	0.01125334	0.903737642	AGT3
AT2G38465.1	AT2G38465	818428	37.30103831	75.03568505	-1.008361078	0.01882389	1	-
AT2G38544.1	AT2G38544	N/A	6.682092858	0.332160952	4.330345642	0.046712014	1	-
AT2G38640.1	AT2G38640	818446	107.5548217	189.1645657	-0.814569666	0.007637815	0.725746516	-
AT2G38860.1	AT2G38860	818470	536.3146339	258.8669865	1.05086863	0.003005771	0.417460304	YLS5
AT2G38860.2	AT2G38860	818470	546.5847378	265.0929227	1.043947022	0.003243879	0.438461492	YLS5
AT2G38860.3	AT2G38860	818470	447.3166933	217.6949683	1.038988537	0.006626108	0.659186088	YLS5
AT2G38940.1	AT2G38940	818479	539.9354621	177.0425542	1.608690804	0.00155594	0.285841146	PHT1;4
AT2G39200.1	AT2G39200	818505	442.2720132	171.820972	1.364027813	0.018605585	1	MLO12
AT2G39210.1	AT2G39210	818506	1216.849914	606.6272077	1.004269126	0.01044782	0.870635277	nodulin
AT2G39450.1	AT2G39450	818530	794.4578105	1223.763144	-0.623281843	0.019367444	1	MTP11
AT2G39518.1	AT2G39518	5007945	155.2331708	52.80116216	1.555795282	0.033684656	1	-
AT2G39520.1	AT2G39520	818537	32.57963309	7.978752855	2.029735192	0.033618925	1	-
AT2G39530.1	AT2G39530	818538	57.80529704	2.671423843	4.435520907	3.22E-09	1.27E-05	integral membrane
AT2G39570.1	AT2G39570	818542	2907.603181	4304.009344	-0.565850821	0.030798988	1	ACT
AT2G39800.1	AT2G39800	818566	542.7906894	801.9107315	-0.563045671	0.047067901	1	P5CS1
AT2G39800.2	AT2G39800	818566	513.9559502	763.9247594	-0.571785836	0.043966093	1	P5CS1
AT2G40008.1	AT2G40008	5007947	184.8697906	122.6420928	0.592055274	0.029786477	1	other RNA
AT2G40010.1	AT2G40010	818589	297.1978716	201.1474462	0.563170363	0.04026851	1	RPP0A
AT2G40080.1	AT2G40080	818596	24.81533992	40.42768587	-0.704111408	0.03764437	1	ELF4
AT2G40340.1	AT2G40340	818627	43.90116562	74.77884669	-0.768370976	0.049298451	1	DRE2B
AT2G40750.1	AT2G40750	818670	347.4302101	125.5225606	1.468776518	0.015140633	1	WRKY54
AT2G42060.1	AT2G42060	818806	39.05293214	14.05224949	1.474629775	0.018608372	1	zinc finger
AT2G43000.1	AT2G43000	818902	55.21483023	13.38416281	2.044528914	0.010834782	0.888251518	anac042
AT2G43100.1	AT2G43100	818912	1060.930646	1661.861546	-0.647469844	0.047348144	1	aconitase C-terminal
AT2G43120.1	AT2G43120	818914	256.2452974	146.465443	0.806965213	0.007475602	0.719445466	pirin
AT2G43140.1	AT2G43140	818916	185.6331425	91.43430185	1.021646905	0.006569571	0.65725399	TF
AT2G43140.2	AT2G43140	818916	225.4726478	121.0310991	0.897574633	0.014176728	1	TF
AT2G43400.1	AT2G43400	818941	1155.776352	1693.186106	-0.550878299	0.044534732	1	ETFQO
AT2G43470.1	AT2G43470	818948	0.329490281	3.573154905	-3.438890644	0.049168405	1	-
AT2G43570.1	AT2G43570	818959	221.2144579	11.0231493	4.326837315	6.85E-06	0.005277659	chitinase
AT2G43820.1	AT2G43820	818986	1910.70206	1289.660514	0.567111488	0.027143726	1	UGT74F2
AT2G44370.1	AT2G44370	819044	82.15319292	18.34916334	2.162602365	0.00131767	0.257826541	DC1
AT2G44380.1	AT2G44380	819045	58.35143172	21.02334424	1.472775874	0.040180637	1	DC1
AT2G44460.1	AT2G44460	819053	337.4582682	17.28188148	4.287376905	0.021348807	1	BGLU28
AT2G44480.1	AT2G44480	819055	24.1863744	7.008962627	1.786921685	0.002540358	0.391171009	BGLU17
AT2G44480.2	AT2G44480	819055	23.77734634	6.551037587	1.859792382	0.001787798	0.31658324	BGLU17
AT2G44790.1	AT2G44790	819088	363.7691933	137.0386066	1.408440983	0.00707558	0.686544544	UCC2
AT2G45130.1	AT2G45130	819120	32.3999831	0.91585008	5.144737795	0.015177436	1	SPX3
AT2G45220.1	AT2G45220	819130	924.788041	22.43123967	5.365541483	6.00E-09	1.93E-05	pectinesterase
AT2G45245.1	AT2G45245	5007963	8.56281797	27.76526131	-1.697123412	0.001559382	0.285841146	other RNA
AT2G45245.2	AT2G45245	5007963	14.47593691	33.74950305	-1.221209534	0.009725431	0.83804348	other RNA
AT2G45245.3	AT2G45245	5007963	12.99890023	27.64501133	-1.088629594	0.023567133	1	other RNA
AT2G45245.4	AT2G45245	5007963	21.49010392	41.57149673	-0.951922232	0.01751678	1	other RNA
AT2G45430.1	AT2G45430	819151	9.650602921	2.135623077	2.175962034	0.013980924	1	DNA-binding
AT2G45760.1	AT2G45760	819184	18.03786206	3.774037668	2.256847626	0.024736554	1	BAP2
AT2G45870.1	AT2G45870	819195	27.02905967	12.79284208	1.079174511	0.037748152	1	-
AT2G46270.1	AT2G46270	819235	264.1762266	169.6692239	0.638775744	0.042762605	1	GBF3
AT2G46270.2	AT2G46270	819235	261.1372027	167.7568909	0.638435975	0.041966581	1	GBF3
AT2G46750.1	AT2G46750	819288	27.82081877	5.014989191	2.471846383	0.000967714	0.218296582	FAD-binding
AT2G46860.1	AT2G46860	819299	4.763697852	0	Inf	0.006433006	0.646585241	PPa3
AT2G47000.1	AT2G47000	819314	649.0793492	209.0449758	1.634581487	8.35E-05	0.038417476	PGP4
AT2G47010.1	AT2G47010	819315	131.5252694	60.37500705	1.123316648	0.000301647	0.100784257	-
AT2G47010.2	AT2G47010	819315	131.5252694	60.707168	1.115401227	0.000339565	0.110330635	-
AT2G47130.1	AT2G47130	819326	74.48655201	24.85387518	1.583509169	0.005901658	0.600612378	SDR
AT2G47270.1	AT2G47270	819340	10.5864535	35.17676548	-1.73240347	0.002972523	0.416986872	TF/ TF
AT2G47800.1	AT2G47800	819392	1791.76411	1262.575887	0.505010612	0.045923836	1	EST3
AT3G01260.1	AT3G01260	821171	6.015775591	1.233892015	2.28553461	0.013074832	0.993444584	catalytic/ isomerase
AT3G01420.1	AT3G01420	821135	1058.771658	37.26704256	4.828347338	3.27E-07	0.000504174	DOX1
AT3G01990.1	AT3G01990	821217	65.73019867	27.04463284	1.281214034	0.00562714	0.582721656	ACR6
AT3G02020.1	AT3G02020	821287	1874.876192	3339.593038	-0.832876977	0.002936704	0.416986872	AK3
AT3G02030.1	AT3G02030	821242	287.3381036	163.5664258	0.812872673	0.001856184	0.320676088	hydrolase
AT3G02040.1	AT3G02040	821175	626.0797439	370.3091803	0.75761611	0.029162475	1	SRG3
AT3G02240.1	AT3G02240	820386	24.51935349	4.000067651	2.615824634	0.020579939	1	-
AT3G02410.1	AT3G02410	821191	39.60178864	86.27445985	-1.123367944	0.038927768	1	-
AT3G02410.2	AT3G02410	821191	39.60178864	86.27445985	-1.123367944	0.038927768	1	-
AT3G03530.1	AT3G03530	821243	25.76530906	6.966605574	1.886902108	0.001361418	0.263475233	NPC4
AT3G04300.1	AT3G04300	819585	38.30197417	18.73783478	1.0314645	0.029771863	1	-
AT3G04530.1	AT3G04530	819609	16.8231363	6.083295987	1.467521583	0.022568632	1	PPCK2
AT3G04700.1	AT3G04700	819628	57.86022444	30.57070319	0.920422182	0.028378898	1	-
AT3G05400.1	AT3G05400	819704	136.8684772	39.51531724	1.792306316	0.010024342	0.851151659	sugar transporter
AT3G05400.2	AT3G05400	819704	129.4640312	38.4001298	1.753368239	0.01505674	1	sugar transporter
AT3G05480.1	AT3G05480	819713	66.17399484	39.15730188	0.756983016	0.03436037	1	RAD9
AT3G05480.2	AT3G05480	819713	61.4408257	35.91632513	0.77455786	0.028505635	1	RAD9
AT3G05630.1	AT3G05630	819730	343.3266207	184.7980697	0.893632037	0.010027347	0.851151659	PLDP2
AT3G05690.1	AT3G05690	819738	518.9995784	335.8776807	0.627797436	0.012579914	0.965206537	UNE8
AT3G05720.1	AT3G05720	819741	17.77425539	3.041656598	2.546859936	0.005707002	0.584159466	IMPA-7
AT3G05780.1	AT3G05780	819747	11.86165012	0	Inf	0.043619039	1	LON3
AT3G05790.1	AT3G05790	819748	33.03050539	11.03197534	1.582107907	0.013926506	1	LON4
AT3G05820.1	AT3G05820	819751	15.98055102	5.753892086	1.473707086	0.01998183	1	beta-fructofuranosidase/ catalytic
AT3G05880.1	AT3G05880	819757	1121.720771	1827.925416	-0.704493614	0.003832892	0.473813468	RCI2A
AT3G06120.1	AT3G06120	819785	26.63756761	50.69389618	-0.9283497	0.046818562	1	MUTE
AT3G07010.1	AT3G07010	819886	1209.201777	764.6132004	0.661252992	0.013112143	0.993444584	pectate lyase
AT3G07070.1	AT3G07070	819893	3.357761791	0	Inf	0.017459469	1	kinase
AT3G07195.1	AT3G07195	819907	143.2356208	75.44442543	0.924904107	0.033924479	1	proline-rich
AT3G07390.1	AT3G07390	819927	859.891521	489.0287844	0.814235284	0.033174114	1	AIR12
AT3G07600.1	AT3G07600	819951	31.91389453	16.38720992	0.961614432	0.016094852	1	heavy-metal-associated
AT3G08860.1	AT3G08860	820034	411.8061475	148.0980377	1.475412842	0.04960475	1	AGT
AT3G09010.1	AT3G09010	820053	189.9373213	119.8698469	0.664054616	0.031625978	1	kinase
AT3G09220.1	AT3G09220	820078	101.1214	9.421815993	3.423939376	1.34E-05	0.008688233	LAC7
AT3G09270.1	AT3G09270	820083	98.9358797	14.24296472	2.796244339	3.02E-07	0.000494659	GSTU8
AT3G09405.1	AT3G09405	7922320	127.1525121	81.18435198	0.64728638	0.032537614	1	-
AT3G09922.1	AT3G09922	820152	26.94891932	4.692644798	2.521754253	0.03473404	1	IPS1
AT3G09960.1	AT3G09960	820157	9.020487689	1.352596594	2.737473809	0.015755344	1	phosphoesterase
AT3G10020.1	AT3G10020	820163	112.1369456	221.3731169	-0.981218355	0.04649924	1	-
AT3G10020.2	AT3G10020	820163	111.7279176	220.708795	-0.982154402	0.047901219	1	-
AT3G10815.1	AT3G10815	2745878	16.77471403	6.09642449	1.460252907	0.016908998	1	zinc finger
AT3G11080.1	AT3G11080	820279	158.5742475	77.95762934	1.024396371	0.001012202	0.219927369	RLP35
AT3G11340.1	AT3G11340	820307	238.3068426	21.25364226	3.487038373	2.22E-08	6.56E-05	glucosyl transferase
AT3G11402.1	AT3G11402	820312	118.7310972	61.0670293	0.959232275	0.035802225	1	DC1
AT3G11580.1	AT3G11580	820331	67.37447941	28.41993616	1.245298907	0.003294462	0.440290087	DNA-binding
AT3G11580.2	AT3G11580	820331	52.03964583	23.56602581	1.142902662	0.010794281	0.888251518	DNA-binding
AT3G12120.1	AT3G12120	820387	8236.980518	11625.48662	-0.497103625	0.042317743	1	FAD2
AT3G12120.2	AT3G12120	820387	8108.450414	11445.55418	-0.497289183	0.042374954	1	FAD2
AT3G12220.1	AT3G12220	820402	95.0266787	34.24896413	1.472272252	0.001383784	0.266348388	scpl16
AT3G12500.1	AT3G12500	820429	64.31420409	12.76736109	2.332677036	2.21E-05	0.012247153	PR3
AT3G12502.1	AT3G12502	5007994	32.11443114	5.618311438	2.515013237	0.000112	0.046657617	other RNA
AT3G12520.1	AT3G12520	820431	518.9699241	367.2596379	0.498850581	0.048463787	1	SULTR4;2
AT3G12520.2	AT3G12520	820431	521.4187528	368.9416384	0.499049851	0.047731978	1	SULTR4;2
AT3G12710.1	AT3G12710	820453	369.7317173	228.2330998	0.695970774	0.013127741	0.993444584	methyladenine glycosylase
AT3G13090.1	AT3G13090	820497	57.33674447	33.32709668	0.782764351	0.025171664	1	MRP8
AT3G13432.1	AT3G13432	5007996	4.189667821	0	Inf	0.019244326	1	-
AT3G13433.1	AT3G13433	7922438	9.900555425	0	Inf	0.03606087	1	-
AT3G13470.1	AT3G13470	820549	7021.695126	4469.835896	0.651597492	0.010886812	0.890455741	chaperonin
AT3G13610.1	AT3G13610	820564	286.0423019	20.193992	3.824230479	3.78E-08	9.55E-05	oxidoreductase
AT3G13790.1	AT3G13790	820591	943.6125243	471.8955581	0.999726976	0.002758826	0.402862097	CWINV1
AT3G13790.2	AT3G13790	820591	940.2080686	467.6086475	1.007678451	0.00264693	0.396668791	CWINV1
AT3G13950.1	AT3G13950	820608	72.53687769	16.14978356	2.167199817	0.018533343	1	-
AT3G14595.1	AT3G14595	820686	435.8360873	777.3483937	-0.834775677	0.001069526	0.224323372	-
AT3G14990.1	AT3G14990	820728	2584.830206	1270.354542	1.024838322	0.000200763	0.072553421	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G14990.2	AT3G14990	820728	2535.31529	1244.444899	1.026662818	0.000194462	0.072495325	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G14990.3	AT3G14990	820728	2584.830206	1270.354542	1.024838322	0.000200748	0.072553421	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G15620.1	AT3G15620	820804	184.1467989	374.8407355	-1.025421427	0.000226778	0.078153944	UVR3
AT3G15620.2	AT3G15620	820804	182.9304671	373.5448534	-1.029986108	0.000227294	0.078153944	UVR3
AT3G15630.1	AT3G15630	820805	878.285945	1465.830841	-0.738956002	0.019130462	1	-
AT3G15720.1	AT3G15720	820815	23.29072832	59.66065682	-1.357024106	0.002200861	0.360859748	pectinase
AT3G15720.2	AT3G15720	820815	23.29072832	59.20273178	-1.345907993	0.002554319	0.391618038	pectinase
AT3G15820.1	AT3G15820	820825	413.9183723	615.9724805	-0.573519612	0.045265829	1	PAP2
AT3G16160.1	AT3G16160	820861	13.57500047	28.82881282	-1.08655918	0.033096619	1	TF
AT3G16180.1	AT3G16180	820864	430.7526354	635.5599386	-0.561168567	0.02991945	1	POT
AT3G16990.1	AT3G16990	820955	87.3328481	52.32903325	0.738912784	0.024826998	1	TENA
AT3G18010.1	AT3G18010	821325	131.73285	62.80303878	1.068708881	0.038927381	1	WOX1
AT3G18250.1	AT3G18250	821353	146.863211	6.336573491	4.534626326	0.013122335	0.993444584	-
AT3G18830.1	AT3G18830	821416	1128.052005	714.7608663	0.658301026	0.01244512	0.958166029	PLT5
AT3G18900.1	AT3G18900	821423	88.42714626	47.95737415	0.882736663	0.019404566	1	-
AT3G18900.2	AT3G18900	821423	101.2748944	63.60998363	0.670951461	0.048991902	1	-
AT3G18900.3	AT3G18900	821423	98.38412059	60.00583364	0.713322717	0.036455651	1	-
AT3G19040.1	AT3G19040	821437	73.19014886	156.4369194	-1.095859646	0.008761172	0.779612244	TAF1B
AT3G19200.1	AT3G19200	821454	52.46563713	26.52120177	0.984226675	0.019404753	1	-
AT3G19390.1	AT3G19390	821473	16.1371651	45.85227087	-1.506606031	0.027008783	1	protease
AT3G19470.1	AT3G19470	821481	116.3199877	72.34606086	0.68511265	0.042828046	1	F-box
AT3G19470.2	AT3G19470	821481	116.3199877	72.79692639	0.676149578	0.045690769	1	F-box
AT3G19700.1	AT3G19700	821507	364.6550587	692.4599516	-0.925198227	0.001159016	0.237270096	IKU2
AT3G19710.1	AT3G19710	821508	2634.631766	5055.279525	-0.940189531	0.002583763	0.394424758	BCAT4
AT3G20370.1	AT3G20370	821582	1258.332257	605.5667229	1.055155076	0.010318311	0.865955725	MATH
AT3G20475.1	AT3G20475	821593	65.48718199	33.10226113	0.984282784	0.007130828	0.690014811	MSH5
AT3G20810.1	AT3G20810	821629	227.3317215	367.5308532	-0.693066356	0.034689764	1	jmjC
