Transcript ID	Locus ID	Entrez Arabidopsis ID	rbohD_Root_baseMeanB_GC	rbohD_Root_baseMeanA_FL	rbohD_Root_log2FoldChange	rbohD_Root_pval	rbohD_Root_padj	Symbol
AT2G22980.4	AT2G22980	816829	52.29399538	93.95678121	-0.84535199	0.023581958	1	SCPL13
AT2G23010.1	AT2G23010	816832	11.07420745	41.87950169	-1.919040824	0.006532547	0.837499589	SCPL9
AT2G23010.2	AT2G23010	816832	11.07420745	41.87950169	-1.919040824	0.006532547	0.837499589	SCPL9
AT2G24720.1	AT2G24720	817008	106.1957046	28.1791841	1.914023668	0.008122182	0.955349144	GLR2.2
AT2G25095.1	AT2G25095	28718303	1.892711139	0.31567349	2.583949234	0.032746147	1	MIR156A
AT2G25680.1	AT2G25680	817109	17.6166246	31.78625109	-0.851465348	0.045714622	1	MOT1
AT2G25737.1	AT2G25737	817116	262.624322	172.155716	0.60928645	0.024806901	1	-
AT2G26400.1	AT2G26400	817180	30.5176277	2.362656025	3.691161308	3.23E-05	0.021775268	ARD3
AT2G26560.1	AT2G26560	817197	37.41915035	7.651500168	2.289962263	0.016814878	1	PLP2
AT2G28100.1	AT2G28100	817355	139.602622	216.9064786	-0.635747106	0.009097217	1	FUC1
AT2G28105.1	AT2G28105	817356	47.76456494	70.44195286	-0.560494182	0.049020535	1	-
AT2G28270.1	AT2G28270	817373	0.205574964	20.54454149	-6.642946749	0.000671854	0.199411527	DC1
AT2G28570.1	AT2G28570	817405	194.4504554	113.9718683	0.770724847	0.010121483	1	-
AT2G28850.1	AT2G28850	817434	0.721826867	7.039323558	-3.285712053	0.01318455	1	CYP710A3
AT2G28860.1	AT2G28860	817435	2.678818568	58.04073315	-4.437396965	0.033136056	1	CYP710A4
AT2G29110.1	AT2G29110	817459	7.549660175	1.766869977	2.095215831	0.026499767	1	GLR2.8
AT2G29220.1	AT2G29220	817471	55.30450726	3.215319728	4.104362953	0.003949101	0.612209729	kinase
AT2G29250.1	AT2G29250	817474	16.30967104	0	Inf	0.000907923	0.244548971	kinase
AT2G29420.1	AT2G29420	817491	211.9948117	112.3941849	0.915461562	0.002021133	0.409207684	GST25
AT2G29490.1	AT2G29490	817498	631.2150906	333.9601693	0.918455651	0.005663241	0.773960064	GST19
AT2G29500.1	AT2G29500	817499	91.2330023	43.46564643	1.069680193	0.006885766	0.867770457	HSP17.6B-CI
AT2G30140.1	AT2G30140	817566	123.4277305	42.59593541	1.534878884	0.000380502	0.140376702	glucosyl transferase
AT2G30140.2	AT2G30140	817566	123.4277305	42.59593541	1.534878884	0.000382663	0.140376702	glucosyl transferase
AT2G30540.1	AT2G30540	817603	13.14173252	6.174533046	1.089753542	0.021141629	1	glutaredoxin
AT2G30660.1	AT2G30660	817616	37.45804085	0.096618744	8.598756624	0.000978519	0.251771578	hydrolase
AT2G30670.1	AT2G30670	817617	8.082296134	1.100008687	2.877250296	0.00089348	0.243414134	tropinone reductase
AT2G30750.1	AT2G30750	817626	383.8590183	12.43806409	4.947742682	0.003545583	0.575207955	CYP71A12
AT2G30770.1	AT2G30770	817628	12.58606385	0	Inf	0.000881123	0.241825939	CYP71A13
AT2G31083.1	AT2G31083	817663	10.27103557	72.5328017	-2.820051929	0.000363177	0.135920044	CLE5
AT2G31085.1	AT2G31085	817664	20.64900968	54.19242276	-1.392018554	0.014904312	1	CLE6
AT2G31230.1	AT2G31230	817680	68.41679217	43.04334449	0.668560282	0.042130957	1	ERF15
AT2G31585.1	AT2G31585	5007916	98.79650425	169.5802647	-0.779436382	0.035715733	1	other RNA
AT2G31585.2	AT2G31585	5007916	98.79650425	169.5802647	-0.779436382	0.035423369	1	other RNA
AT2G31865.1	AT2G31865	817744	116.5133587	59.02385994	0.981125198	0.026547988	1	PARG
AT2G31865.2	AT2G31865	817744	117.2326999	59.33953343	0.98230955	0.025858776	1	PARG
AT2G32960.1	AT2G32960	817858	466.6153018	219.7762582	1.086198074	6.14E-05	0.036689184	tyrosine specific phosphatase
AT2G33710.1	AT2G33710	817936	77.46747627	30.27896904	1.355274656	3.15E-05	0.021599229	AP2
AT2G33710.2	AT2G33710	817936	64.0007193	24.78521826	1.368608156	0.000103208	0.054063317	AP2
AT2G33770.1	AT2G33770	817943	4105.555144	6824.319453	-0.733107869	0.000934778	0.245167877	UBC24
AT2G33810.1	AT2G33810	817948	31.82640788	53.85772813	-0.758929039	0.009335296	1	SPL3
AT2G33815.1	AT2G33815	5007925	31.10788697	52.62308373	-0.758415392	0.009506788	1	other RNA
AT2G33880.1	AT2G33880	817958	2.268076546	12.03287559	-2.40744022	0.003043727	0.531948729	WOX9
AT2G34350.1	AT2G34350	817997	15.73331265	69.0363755	-2.133534261	0.007177807	0.892432673	nodulin
AT2G35910.1	AT2G35910	818164	29.25567012	59.60054339	-1.02660922	0.00726556	0.900321908	zinc finger
AT2G36110.1	AT2G36110	818184	5.201665455	16.52407382	-1.66752389	0.007568507	0.928545495	nuclease
AT2G36690.1	AT2G36690	818241	28.7191801	66.6786068	-1.215209398	0.004038578	0.618130289	oxidoreductase
AT2G36780.1	AT2G36780	818250	0.821937144	0	Inf	0.029839774	1	glucosyl transferase
AT2G37180.1	AT2G37180	818294	886.2010964	1507.212054	-0.766176391	0.027808972	1	RD28
AT2G37450.1	AT2G37450	818322	106.8623339	158.7351298	-0.570868016	0.022891784	1	nodulin MtN21
AT2G37450.2	AT2G37450	818322	114.8245212	173.4355573	-0.594968939	0.020109812	1	nodulin MtN21
AT2G37760.1	AT2G37760	818353	860.6378294	518.6327126	0.730693049	0.002862219	0.519843429	aldo/keto reductase
AT2G37760.2	AT2G37760	818353	861.1513793	519.7800581	0.728365583	0.002954748	0.528360075	aldo/keto reductase
AT2G37760.3	AT2G37760	818353	858.7916861	517.9731059	0.729431032	0.002908036	0.524610517	aldo/keto reductase
AT2G37760.4	AT2G37760	818353	859.0967675	517.5300343	0.731178053	0.002822782	0.517756976	aldo/keto reductase
AT2G37760.5	AT2G37760	818353	860.7929515	518.6327126	0.730953058	0.00285514	0.519843429	aldo/keto reductase
AT2G37770.1	AT2G37770	818354	57.97990233	8.666559261	2.74202166	0.0001036	0.054063317	aldo/keto reductase
AT2G37770.2	AT2G37770	818354	60.13235962	8.993995143	2.741107562	0.000114618	0.05662261	aldo/keto reductase
AT2G37900.1	AT2G37900	818366	35.0505702	17.37936134	1.012062848	0.043198071	1	POT
AT2G38920.1	AT2G38920	818477	24.81187844	8.124883288	1.610611968	0.035069791	1	SYG1/Pho81/XPR1
AT2G38920.2	AT2G38920	818477	24.81187844	8.124883288	1.610611968	0.035069791	1	SYG1/Pho81/XPR1
AT2G38920.3	AT2G38920	818477	24.81187844	8.124883288	1.610611968	0.035741857	1	SYG1/Pho81/XPR1
AT2G38940.1	AT2G38940	818479	269.7232629	139.950468	0.946563645	0.042682917	1	PHT1;4
AT2G39010.1	AT2G39010	818487	70.90389145	145.1145862	-1.033255824	0.020709741	1	PIP2E
AT2G39400.1	AT2G39400	818525	19.25532012	5.837580621	1.721814633	0.000127185	0.062004375	hydrolase
AT2G39450.1	AT2G39450	818530	572.6027694	890.8771682	-0.637691882	0.009995683	1	MTP11
AT2G39510.1	AT2G39510	818536	902.0898441	354.2321795	1.34857585	0.00068358	0.201010355	nodulin MtN21
AT2G39530.1	AT2G39530	818538	458.9751845	168.2362614	1.447927458	0.006267284	0.820527007	integral membrane
AT2G39800.1	AT2G39800	818566	1310.710128	909.8598059	0.526632486	0.031168692	1	P5CS1
AT2G39800.2	AT2G39800	818566	1258.778872	880.5891821	0.515483842	0.03521956	1	P5CS1
AT2G39800.3	AT2G39800	818566	1340.48145	942.9305579	0.507527822	0.037608273	1	P5CS1
AT2G39800.4	AT2G39800	818566	1340.686421	943.3664351	0.507081663	0.037726478	1	P5CS1
AT2G40340.1	AT2G40340	818627	56.02804206	34.01540964	0.719960614	0.046194831	1	DRE2B
AT2G40750.1	AT2G40750	818670	167.9377007	61.45973624	1.45021266	0.015821583	1	WRKY54
AT2G41730.1	AT2G41730	818772	15.53087957	4.278002997	1.860130139	8.08E-06	0.006650076	-
AT2G41810.1	AT2G41810	818780	403.963307	8.235824675	5.616167327	5.26E-09	2.78E-05	-
AT2G43000.1	AT2G43000	818902	31.89974876	8.077967607	1.981480796	0.016238694	1	anac042
AT2G43500.1	AT2G43500	818951	130.7780998	72.45677211	0.851928525	0.0018993	0.397576051	RWP-RK
AT2G43500.2	AT2G43500	818951	130.7780998	72.45677211	0.851928525	0.0018993	0.397576051	RWP-RK
AT2G43510.1	AT2G43510	818952	33.21995789	6.230679595	2.414588809	0.026611165	1	ATTI1
AT2G43530.1	AT2G43530	818954	7.755440745	18.00104094	-1.214799657	0.029620567	1	trypsin inhibitor
AT2G43550.1	AT2G43550	818957	145.7001835	226.3233378	-0.635382665	0.043350741	1	trypsin inhibitor
AT2G43570.1	AT2G43570	818959	119.3543011	22.5650762	2.403087001	0.004157089	0.628670616	chitinase
AT2G43620.1	AT2G43620	818964	72.24200948	10.19323542	2.825225975	0.029230065	1	chitinase
AT2G43820.1	AT2G43820	818986	460.2287009	281.1216206	0.711156543	0.01079559	1	UGT74F2
AT2G43890.1	AT2G43890	818993	43.52319889	1.578200487	4.785432201	3.98E-07	0.000671067	pectinase
AT2G44370.1	AT2G44370	819044	83.33876608	31.97014579	1.382262417	0.027623391	1	DC1
AT2G44460.1	AT2G44460	819053	82.03815473	0.193237489	8.729776221	0.000284703	0.116489955	BGLU28
AT2G45550.1	AT2G45550	819163	9.728691683	1.905863501	2.351801007	0.012134635	1	CYP76C4
AT2G46495.1	AT2G46495	819259	39.63727018	16.82924933	1.235886781	0.009178743	1	zinc finger
AT2G47010.1	AT2G47010	819315	190.1529126	122.4930244	0.634460442	0.023821819	1	-
AT2G47010.2	AT2G47010	819315	190.3589203	122.7969355	0.632447619	0.024340189	1	-
AT2G47140.1	AT2G47140	819327	96.83138112	49.78918365	0.959642311	0.021539564	1	SDR
AT2G47550.1	AT2G47550	819368	234.5114059	128.9625724	0.862705666	0.015682603	1	pectinesterase
AT2G47730.1	AT2G47730	819386	10208.17793	6434.920532	0.665731144	0.003499971	0.573793908	GSTF8
AT3G01175.1	AT3G01175	820400	30.3845634	16.2590568	0.902094994	0.041854402	1	-
AT3G01600.1	AT3G01600	819872	48.09441654	20.57319194	1.22510377	0.003304829	0.556578323	anac044
AT3G01970.1	AT3G01970	821270	59.08858364	32.45831855	0.864291153	0.039746572	1	WRKY45
AT3G01990.1	AT3G01990	821217	45.48911747	22.93840064	0.987756641	0.011240219	1	ACR6
AT3G02020.1	AT3G02020	821287	3127.95882	4875.51232	-0.640332306	0.004686886	0.678335275	AK3
AT3G02040.1	AT3G02040	821175	301.1660834	143.9177927	1.065314341	0.002668462	0.491886443	SRG3
AT3G03190.1	AT3G03190	821227	338.2435181	507.0066862	-0.583942485	0.036818008	1	GSTF6
AT3G03670.1	AT3G03670	821193	13.86127336	2.447619168	2.501608789	0.015826504	1	peroxidase
AT3G03850.1	AT3G03850	821111	0.408689091	1.849177047	-2.177807722	0.042206998	1	auxin-responsive
AT3G04110.1	AT3G04110	819566	55.50126376	99.86122482	-0.84740398	0.003189978	0.5456019	GLR1
AT3G04720.1	AT3G04720	819632	727.9571063	437.0673936	0.735997691	0.006475782	0.836007705	PR4
AT3G05400.1	AT3G05400	819704	43.44402699	11.84725966	1.874604444	0.003141929	0.543979465	sugar transporter
AT3G05400.2	AT3G05400	819704	41.18405656	10.53739579	1.966567576	0.003188837	0.5456019	sugar transporter
AT3G05630.1	AT3G05630	819730	110.8464641	57.50187891	0.946881748	0.004769602	0.686009915	PLDP2
AT3G05936.1	AT3G05936	6240608	18.47051007	31.44996651	-0.767834773	0.031850553	1	-
AT3G07720.1	AT3G07720	819963	245.3455391	147.1825519	0.737208386	0.004560223	0.671532289	kelch repeat
AT3G08040.1	AT3G08040	819995	1221.214787	640.8819674	0.930186381	0.001997756	0.409207684	MAN1
AT3G08040.2	AT3G08040	819995	1223.883381	639.0588347	0.937445432	0.002215953	0.437471114	MAN1
AT3G08660.1	AT3G08660	820013	25.04822239	39.29710262	-0.649714724	0.045019987	1	phototropic-responsive
AT3G08860.1	AT3G08860	820034	159.8924457	60.76278527	1.395841871	0.045719792	1	AGT
AT3G09680.1	AT3G09680	820125	100.8619188	56.5867031	0.833846587	0.016365448	1	RPS23A
AT3G09922.1	AT3G09922	820152	16.04525485	3.241437836	2.307440894	0.014802512	1	IPS1
AT3G10720.1	AT3G10720	820241	479.5701093	231.0582594	1.05348508	0.000299195	0.118793711	pectinesterase
AT3G10720.2	AT3G10720	820241	803.0958152	392.8818226	1.031476702	0.000851451	0.235426224	pectinesterase
AT3G10870.1	AT3G10870	820257	10.231296	21.96332722	-1.102107722	0.007626884	0.928975735	MES17
AT3G11150.1	AT3G11150	820285	11.96907657	28.55054062	-1.254206213	0.029413492	1	-
AT3G11402.1	AT3G11402	820312	28.88640938	12.49742614	1.208759885	0.007130048	0.889479432	DC1
AT3G12500.1	AT3G12500	820429	724.580842	350.9773449	1.045768752	0.017138928	1	PR3
AT3G12502.1	AT3G12502	5007994	398.7626124	185.3019607	1.105652004	0.020577442	1	other RNA
AT3G12520.1	AT3G12520	820431	537.1389739	365.2258162	0.556506658	0.020712235	1	SULTR4;2
AT3G12520.2	AT3G12520	820431	539.3501524	366.4577308	0.557575392	0.020487955	1	SULTR4;2
AT3G12580.1	AT3G12580	820438	2188.103853	1369.403635	0.676133466	0.00582899	0.784772077	HSP70
AT3G13950.1	AT3G13950	820608	8.939192388	51.55854694	-2.527995203	0.002230616	0.437471114	-
AT3G14620.1	AT3G14620	820690	64.92809282	14.77498513	2.135686154	1.20E-05	0.008861935	CYP72A8
AT3G15340.2	AT3G15340	820765	63.73405516	38.80177353	0.715941861	0.043706067	1	PPI2
AT3G15500.1	AT3G15500	820789	11.94432815	3.161483407	1.917652154	0.01777554	1	NAC3
AT3G15990.1	AT3G15990	820844	580.4917837	365.8530089	0.666011523	0.033901197	1	SULTR3;4
AT3G16360.2	AT3G16360	820883	3.073871495	0.739728117	2.054989836	0.043661264	1	AHP4
AT3G16530.1	AT3G16530	820901	64.05090216	262.1496003	-2.03309955	9.45E-06	0.007613959	legume lectin
AT3G16690.1	AT3G16690	820921	172.0454103	249.5995509	-0.536825933	0.03467682	1	nodulin MtN3
AT3G17790.1	AT3G17790	821047	382.7279382	146.7158208	1.383294769	4.37E-05	0.028434013	PAP17
AT3G18450.1	AT3G18450	821374	77.44302352	24.26946036	1.673993249	0.005077646	0.718115016	-
AT3G19700.1	AT3G19700	821507	695.5185274	1042.93515	-0.584488602	0.007776934	0.935649742	IKU2
AT3G19710.1	AT3G19710	821508	6332.255848	9258.125487	-0.54800057	0.022166887	1	BCAT4
AT3G20360.1	AT3G20360	821580	72.64907473	6.716409054	3.43518242	1.06E-05	0.008166635	MATH
AT3G21720.1	AT3G21720	821726	155.505324	25.85728917	2.588321035	0.038091152	1	ICL
AT3G22370.1	AT3G22370	821806	647.3158233	365.1232981	0.826086042	0.000910846	0.244548971	AOX1A
AT3G22550.1	AT3G22550	821826	189.9329356	116.8034241	0.701407533	0.010105793	1	senescence-associated
AT3G22740.1	AT3G22740	821845	28.28478821	123.8497613	-2.130492815	0.000397879	0.144527733	HMT3
AT3G22910.1	AT3G22910	821863	28.33559071	12.34128775	1.199122338	0.028958259	1	ACA13
AT3G23150.1	AT3G23150	821891	250.7839839	163.1342932	0.620385125	0.015062665	1	ETR2
AT3G23560.1	AT3G23560	821935	456.8930366	276.6290631	0.723903719	0.004064787	0.618130289	ALF5
AT3G25190.1	AT3G25190	822112	851.9311415	369.6861249	1.20443593	0.005737167	0.775794835	nodulin
AT3G25730.1	AT3G25730	822164	151.2268523	84.86260177	0.833513517	0.007032654	0.880293499	AP2
AT3G25900.1	AT3G25900	822186	538.4861269	380.6081912	0.500602566	0.044646011	1	HMT-1
AT3G25900.2	AT3G25900	822186	538.4861269	380.6081912	0.500602566	0.044645177	1	HMT-1
AT3G25900.3	AT3G25900	822186	528.5707719	373.0581049	0.502696299	0.043833696	1	HMT-1
AT3G26165.1	AT3G26165	3768938	1.388858277	2.986872175	-1.104736107	0.042922631	1	CYP71B18
AT3G26200.1	AT3G26200	822221	25.81773171	0.534728235	5.593412587	1.53E-16	2.84E-12	CYP71B22
AT3G26220.1	AT3G26220	822223	18.11494674	4.694866624	1.948024486	0.000547708	0.170110063	CYP71B3
AT3G26230.1	AT3G26230	822224	4.054815767	1.597110652	1.344172097	0.017615067	1	CYP71B24
AT3G26300.1	AT3G26300	822234	171.2338009	284.7407014	-0.733681218	0.002564332	0.479853949	CYP71B34
AT3G26660.1	AT3G26660	822278	0.669104705	2.692264037	-2.008516013	0.022341983	1	LBD24
AT3G26960.1	AT3G26960	822314	15.62132828	8.101418673	0.947270659	0.015201233	1	-
AT3G27950.1	AT3G27950	822419	55.32662151	16.18237288	1.773550658	0.018274879	1	early nodule-specific
AT3G28210.1	AT3G28210	822447	36.89350357	16.42689741	1.16730678	0.042355709	1	PMZ
AT3G28510.1	AT3G28510	822481	34.7540686	0.546490628	5.990841318	0.000225184	0.099588697	AAA-type ATPase
AT3G28740.1	AT3G28740	822506	515.916723	199.0064946	1.374322697	0.014406382	1	CYP81D1
AT3G29078.1	AT3G29078	3768985	0.10300385	2.669343536	-4.695714819	0.022240179	1	transposable element gene
AT3G44300.1	AT3G44300	823555	833.5345135	248.5285975	1.745830069	7.44E-07	0.001198441	NIT2
AT3G44310.2	AT3G44310	823556	3829.362393	2551.46337	0.585779267	0.049217334	1	NITI
AT3G45000.2	AT3G45000	823635	0.101967203	2.310901171	-4.502278464	0.04483545	1	VPS24
AT3G45280.1	AT3G45280	823666	4.261215479	11.54591139	-1.438045147	0.034959211	1	SYP72
AT3G45440.1	AT3G45440	823682	27.81414564	52.84048496	-0.925824916	0.028946943	1	kinase
AT3G46130.1	AT3G46130	823756	185.4989378	253.6260292	-0.451291888	0.044003468	1	PFG3
AT3G46130.2	AT3G46130	823756	188.9891921	257.7744916	-0.447805775	0.04747598	1	PFG3
AT3G46130.3	AT3G46130	823756	177.6818778	243.8517795	-0.456707955	0.042257368	1	PFG3
AT3G46130.4	AT3G46130	823756	186.3202914	254.8040473	-0.451603392	0.044702276	1	PFG3
AT3G46340.1	AT3G46340	823779	27.84484608	8.0634288	1.787944969	0.019809677	1	kinase
AT3G47380.1	AT3G47380	823892	54.94336239	4.671552028	3.555971362	7.02E-12	8.67E-08	invertase
AT3G47420.1	AT3G47420	823896	594.9261234	166.9208588	1.833546281	2.49E-08	0.000102679	glycerol 3-phosphate permease
AT3G47480.1	AT3G47480	823902	17.39727789	1.208510165	3.847560076	3.92E-06	0.003937067	calcium-binding EF hand
AT3G47510.1	AT3G47510	823905	197.8219865	105.4584098	0.907528632	0.00118418	0.277966884	-
AT3G47540.1	AT3G47540	823908	193.1827832	124.8297794	0.630004379	0.026407204	1	chitinase
AT3G47540.2	AT3G47540	823908	172.2889929	105.712352	0.704686576	0.018421476	1	chitinase
AT3G47780.1	AT3G47780	823932	782.0301866	461.2249278	0.761753809	0.012746622	1	ATH6
AT3G48290.1	AT3G48290	823987	1.747673585	5.799940802	-1.730602419	0.031166965	1	CYP71A24
AT3G48290.2	AT3G48290	823987	1.747673585	5.799940802	-1.730602419	0.032552401	1	CYP71A24
AT3G48640.1	AT3G48640	824024	1.231854418	0	Inf	0.014198604	1	-
AT3G48740.1	AT3G48740	824035	56.37686155	150.4646416	-1.41624943	4.70E-05	0.02954638	nodulin MtN3
AT3G48850.1	AT3G48850	824046	11.09571995	2.883646377	1.944037118	0.043750881	1	mitochondrial phosphate transporter
AT3G49115.1	AT3G49115	6240439	3.087805476	9.865665648	-1.675834525	0.009045056	1	-
AT3G49520.1	AT3G49520	824114	6.77814477	1.639592223	2.047553398	0.005845918	0.784772077	F-box
AT3G49570.1	AT3G49570	824119	34.69624912	10.84877164	1.677248005	0.003801671	0.596846276	LSU3
AT3G49580.1	AT3G49580	824120	52.48456198	7.715561527	2.766050062	0.000736786	0.211617497	LSU1
AT3G49580.2	AT3G49580	824120	53.40868269	7.715561527	2.791231238	0.000655896	0.197574111	LSU1
AT3G50140.1	AT3G50140	824176	58.40361519	36.28301138	0.686763475	0.048609317	1	-
AT3G51420.1	AT3G51420	824305	2.880504036	15.21330563	-2.400940479	4.17E-06	0.004065673	SSL4
AT3G51860.1	AT3G51860	824349	725.709448	313.4860788	1.210990675	0.005078031	0.718115016	CAX3
AT3G51910.1	AT3G51910	824354	108.0461777	156.2993238	-0.532663501	0.033801175	1	HSFA7A
AT3G52748.1	AT3G52748	5008083	62.42855063	30.65051114	1.026294839	0.017035238	1	other RNA
AT3G53150.1	AT3G53150	824481	29.61614122	7.630267854	1.956578072	0.001424001	0.317835273	UGT73D1
AT3G53230.1	AT3G53230	824489	747.030974	519.8989392	0.522936851	0.039709413	1	CDC48
AT3G53840.1	AT3G53840	824551	9.571379245	28.76508672	-1.587520081	0.000928342	0.245167877	kinase
AT3G54420.1	AT3G54420	824608	137.0688526	66.33868565	1.046978438	0.009673247	1	CHIV
AT3G56220.1	AT3G56220	824788	48.03634808	87.15447743	-0.859448307	0.009410407	1	TF
AT3G56240.1	AT3G56240	824790	3222.344962	1894.193558	0.766527187	0.001411361	0.316923211	CCH
AT3G56400.1	AT3G56400	824807	73.65288153	23.91987687	1.622532006	0.007913717	0.944590775	WRKY70
AT3G56890.1	AT3G56890	824856	3.855465155	8.865019047	-1.201218802	0.040662829	1	F-box
AT3G57520.1	AT3G57520	824919	5144.831833	7797.064138	-0.599807081	0.039245221	1	SIP2
AT3G57520.2	AT3G57520	824919	5093.308186	7717.265973	-0.599486814	0.039270307	1	SIP2
AT3G57520.3	AT3G57520	824919	5044.487743	7663.943529	-0.603379157	0.038579626	1	SIP2
AT3G57920.1	AT3G57920	824961	108.2241672	163.5533875	-0.595738942	0.026871654	1	SPL15
AT3G58150.1	AT3G58150	824984	4.915913404	0.777307765	2.660901668	0.004070708	0.618130289	-
AT3G58980.1	AT3G58980	825067	107.8550413	163.1827906	-0.597395305	0.022427433	1	F-box
AT3G58990.1	AT3G58990	825068	1095.156648	1545.075293	-0.4965399	0.043547085	1	aconitase C-terminal
AT3G59140.1	AT3G59140	825083	558.226554	315.8083373	0.821801494	0.000550949	0.170110063	MRP14
AT3G59580.1	AT3G59580	825127	2.57417416	0.096618744	4.735662749	0.00048003	0.156013864	RWP-RK
AT3G59580.2	AT3G59580	825127	2.57417416	0.096618744	4.735662749	0.000455498	0.154831759	RWP-RK
AT3G59900.1	AT3G59900	825160	73.77549973	44.18444985	0.739603067	0.011818355	1	ARGOS
AT3G60120.1	AT3G60120	825182	29.85136408	0.346225707	6.429940201	0.004671023	0.678335275	BGLU27
AT3G60270.1	AT3G60270	825198	10.76783221	1.955265713	2.461291252	0.029895588	1	uclacyanin
AT3G60420.1	AT3G60420	825213	11.57819772	1.173102646	3.303009539	4.69E-05	0.02954638	-
AT3G60420.2	AT3G60420	825213	9.737433653	1.06945647	3.186663832	0.000105228	0.054095544	-
AT3G60470.1	AT3G60470	825218	11.70860053	2.970478219	1.978801534	0.016050006	1	-
AT3G60520.1	AT3G60520	825223	49.87710254	85.08195736	-0.770475565	0.007631946	0.928975735	-
AT3G61060.1	AT3G61060	825278	345.1444314	566.1003605	-0.713857634	0.011712262	1	PP2-A13
AT3G61060.2	AT3G61060	825278	345.2472189	566.1003605	-0.713428049	0.011819495	1	PP2-A13
AT3G61880.1	AT3G61880	825361	53.3878539	29.62817457	0.849541814	0.014501587	1	CYP78A9
AT3G61880.2	AT3G61880	825361	54.2091623	29.87081427	0.859800147	0.012349743	1	CYP78A9
AT3G63380.1	AT3G63380	825513	301.0708954	97.13333629	1.632064829	0.025693665	1	ACA12
AT4G00390.1	AT4G00390	828200	24.07741299	7.863918182	1.614360173	7.34E-05	0.041182868	TF
AT4G00970.1	AT4G00970	827936	2.886703557	0.539463196	2.419826519	0.01728854	1	kinase
AT4G01060.1	AT4G01060	827917	16.16477255	6.681335459	1.274644806	0.027387155	1	ETC3
AT4G01060.2	AT4G01060	827917	16.16455618	6.681335459	1.274625495	0.026610074	1	ETC3
AT4G01060.3	AT4G01060	827917	16.16477255	6.681335459	1.274644806	0.026892321	1	ETC3
AT4G01130.1	AT4G01130	828207	3.696890764	0.930523116	1.990198521	0.038452923	1	acetylesterase
AT4G01630.1	AT4G01630	827983	241.1455851	86.49550724	1.479207294	7.27E-05	0.041182868	HEXP ALPHA 1.13
AT4G01700.1	AT4G01700	828131	431.2757986	211.928906	1.025030383	0.000246854	0.105128793	chitinase
AT4G01870.1	AT4G01870	828228	758.8343208	373.0792686	1.024302737	0.00969553	1	tolB
AT4G02280.1	AT4G02280	828081	137.1406678	65.12380142	1.074399632	0.02395837	1	SUS3
AT4G02380.1	AT4G02380	828053	1224.415573	1984.711667	-0.696836133	0.032252242	1	SAG21
AT4G02380.2	AT4G02380	828053	1216.334449	1972.758923	-0.697674692	0.03196986	1	SAG21
AT4G03540.1	AT4G03540	825651	35.42465262	16.77557997	1.078391061	0.032750117	1	integral membrane
AT4G03960.1	AT4G03960	825706	176.5569085	117.0879123	0.592541127	0.023479314	1	tyrosine specific phosphatase
AT4G04223.1	AT4G04223	5008122	1.333866815	7.439149926	-2.479523152	0.019731662	1	other RNA
AT4G04223.2	AT4G04223	5008122	0.923924709	5.276635088	-2.51377102	0.018494732	1	other RNA
AT4G04545.1	AT4G04545	825786	3.342160958	0	Inf	0.04925326	1	transposable element gene
AT4G04570.2	AT4G04570	825789	37.89939491	21.99769653	0.784822354	0.04746278	1	kinase
AT4G04750.1	AT4G04750	825811	159.2365638	230.3946202	-0.532935385	0.042021613	1	carbohydrate transmembrane transporter/ sugar:hydrogen symporter
AT4G04840.1	AT4G04840	825821	165.3867488	319.9155826	-0.951847619	0.001680152	0.363780646	SeIR
AT4G05020.1	AT4G05020	825844	1928.199547	1179.751416	0.70877146	0.019918461	1	NDB2
AT4G05020.2	AT4G05020	825844	2002.160139	1222.789534	0.71138126	0.019068138	1	NDB2
AT4G07960.1	AT4G07960	826301	138.9508393	54.16871828	1.359042689	6.11E-06	0.005520279	CSLC12
AT4G08300.1	AT4G08300	826384	919.220685	1848.204363	-1.007641122	0.009557597	1	nodulin MtN21
AT4G08555.1	AT4G08555	826416	19.60969351	7.642076868	1.359530313	0.042112948	1	-
AT4G09350.1	AT4G09350	826517	0.205791332	1.293246176	-2.651742805	0.019099293	1	DNAJ
AT4G10500.1	AT4G10500	826642	59.18071495	21.64961567	1.450785711	0.021028151	1	oxidoreductase
AT4G11170.1	AT4G11170	826718	47.27328677	7.187847175	2.717393534	0.016801215	1	TIR-NBS-LRR
AT4G12030.2	AT4G12030	826811	1504.427955	2084.06828	-0.470187525	0.039695002	1	bile acid:sodium symporter
AT4G12170.1	AT4G12170	826825	1.284143844	10.17213618	-2.985743961	0.019146747	1	thioredoxin
AT4G12430.1	AT4G12430	826855	47.50176298	79.74443889	-0.747402855	0.022786517	1	trehalose-6-phosphate phosphatase
AT4G12432.1	AT4G12432	N/A	47.50176298	79.74443889	-0.747402855	0.022786517	1	CPuORF26
AT4G12470.1	AT4G12470	826859	40.09979175	150.7745894	-1.910726657	0.003285143	0.555789132	LTP
AT4G12550.1	AT4G12550	826868	397.0778582	1711.2495	-2.107556299	0.015055436	1	AIR1
AT4G13180.1	AT4G13180	826932	400.9712514	214.270867	0.904063093	0.002334642	0.452883797	SDR
AT4G13410.1	AT4G13410	826972	0	1.248489076	-	0.002610966	0.483694508	CSLA15
AT4G13505.1	AT4G13505	5008140	1146.04095	709.9687254	0.690831215	0.032291841	1	other RNA
