Locus ID	Transcript ID	Entrez Arabidopsis ID	rbohD_shoot_log2FoldChange	rbohD_shoot_pval	rbohD_shoot_padj	rbohD_shoot_bsaeMean_FL	rbohD_shoot_baseMean_GC	Symbol
AT2G47970	AT2G47970.2	819409	0.439310807	0.03011317	1	181.8987171	246.6467325	NPL4
AT3G02020	AT3G02020.1	821287	-0.841443221	0.000821139	0.493073323	4434.025202	2474.56296	AK3
AT3G02030	AT3G02030.1	821242	0.917070499	0.001965435	0.806794089	149.4198273	282.1460396	hydrolase
AT3G02040	AT3G02040.1	821175	0.942454768	0.016915696	1	287.6275761	552.7613593	SRG3
AT3G02610	AT3G02610.1	820709	1.58944053	0.034401739	1	3.270510078	9.842031883	oxidoreductase
AT3G03190	AT3G03190.1	821227	-0.708178225	0.028695445	1	246.4475803	150.8487343	GSTF6
AT3G04050	AT3G04050.1	819560	2.250424935	0.022579186	1	2.122900053	10.1012462	kinase
AT3G04220	AT3G04220.1	819577	-1.146410052	0.017142145	1	54.75211035	24.73415341	TIR-NBS-LRR
AT3G04230	AT3G04230.1	819578	0.654599125	0.020403293	1	70.52567958	111.0200072	RPS16B
AT3G04320	AT3G04320.1	819587	-	0.023389645	1	3.389856351	0	endopeptidase inhibitor
AT3G04530	AT3G04530.1	819609	1.597947264	0.045471121	1	4.885280454	14.78834449	PPCK2
AT3G05155	AT3G05155.1	819678	3.79198918	0.001339394	0.650027983	0.692909612	9.597963014	sugar transporter
AT3G05400	AT3G05400.1	819704	1.373875702	0.040726653	1	46.75595213	121.1754669	sugar transporter
AT3G05630	AT3G05630.1	819730	0.709423461	0.036114356	1	194.4391659	317.9373066	PLDP2
AT3G06590	AT3G06590.2	819838	0.497851153	0.024329074	1	186.9385997	263.977624	TF
AT3G07010	AT3G07010.1	819886	0.541947703	0.041010418	1	659.0025361	959.4660248	pectate lyase
AT3G07390	AT3G07390.1	819927	0.643664129	0.048033199	1	366.5805054	572.7057922	AIR12
AT3G10525	AT3G10525.1	820217	0.463501569	0.04434232	1	206.1188186	284.2140346	-
AT3G11080	AT3G11080.1	820279	0.668355468	0.036024593	1	87.39726528	138.8970069	RLP35
AT3G11340	AT3G11340.1	820307	1.07372994	0.040040538	1	123.2264599	259.3754641	glucosyl transferase
AT3G12145	AT3G12145.1	820391	-1.038271382	0.01564906	1	447.9368737	218.1051825	FLR1
AT3G12230	AT3G12230.1	820403	4.388186842	0.000194454	0.164026665	1.14262728	23.92657054	scpl14
AT3G14490	AT3G14490.1	820672	-	0.018525728	1	9.700734562	0	terpene synthase/cyclase
AT3G14510	AT3G14510.1	820674	-	0.021290738	1	2.771638446	0	GGPP synthetase
AT3G14530	AT3G14530.1	820678	-	0.001981232	0.806794089	4.076393689	0	GGPP synthetase
AT3G14540	AT3G14540.1	820680	-3.038644087	#################	0.004242581	24.9709123	3.038864901	terpene synthase/cyclase
AT3G15050	AT3G15050.1	820734	-1.536720243	0.023223056	1	11.59723353	3.997196646	IQD10
AT3G15240	AT3G15240.2	820755	-2.563338736	0.000402482	0.297065176	12.51654423	2.117593472	-
AT3G15720	AT3G15720.1	820815	-1.086485455	0.008551975	1	36.9962629	17.42180487	pectinase
AT3G15720	AT3G15720.2	820815	-1.068849884	0.009843546	1	36.54677177	17.42180487	pectinase
AT3G16320	AT3G16320.1	820879	-0.687213665	0.021639328	1	91.10798182	56.58280849	CDC27a
AT3G16470	AT3G16470.1	820895	-0.534519195	0.03339232	1	1565.714283	1080.951485	JR1
AT3G16470	AT3G16470.2	820895	-0.534104961	0.033490677	1	1565.264792	1080.951485	JR1
AT3G16470	AT3G16470.3	820895	-0.536167139	0.037093503	1	1167.017052	804.7756181	JR1
AT3G16920	AT3G16920.1	820947	0.758216189	0.027263645	1	58.58578565	99.09188144	chitinase
AT3G17240	AT3G17240.2	820984	0.666967578	0.005487368	1	80.475897	127.7741714	mtLPD2
AT3G18830	AT3G18830.1	821416	0.448834301	0.035928102	1	550.1359216	750.900842	PLT5
AT3G19050	AT3G19050.1	821439	-0.478728613	0.040258034	1	1319.401131	946.8151096	POK2
AT3G19090	AT3G19090.1	821444	-	0.019046496	1	3.464548058	0	RNA-binding
AT3G19210	AT3G19210.1	821455	-0.58250205	0.040512543	1	123.8837558	82.73014276	CHR25
AT3G19210	AT3G19210.2	821455	-0.577257958	0.042129564	1	123.4342647	82.73014276	CHR25
AT3G19390	AT3G19390.1	821473	-1.415231062	0.009162133	1	34.73204913	13.02277108	protease
AT3G19700	AT3G19700.1	821507	-0.846390941	0.001427949	0.665649715	875.3579335	486.8516105	IKU2
AT3G19710	AT3G19710.1	821508	-1.017907861	0.000222219	0.17892635	7233.573195	3572.169693	BCAT4
AT3G20340	AT3G20340.1	821578	-1.156830977	0.003813849	1	51.46650157	23.08255208	-
AT3G21080	AT3G21080.1	821660	2.025616401	0.012994458	1	19.54471748	79.57940605	ABC
AT3G21250	AT3G21250.1	821679	0.58774281	0.03735406	1	1470.213522	2209.574393	MRP6
AT3G21250	AT3G21250.2	821679	0.585620519	0.037895735	1	1475.526349	2214.299242	MRP6
AT3G22200	AT3G22200.1	821784	-0.691027503	0.005341955	1	6070.24166	3759.983807	POP2
AT3G22200	AT3G22200.2	821784	-0.773544173	0.001717155	0.741894857	5645.32895	3302.396795	POP2
AT3G22570	AT3G22570.1	821829	-3.719137015	0.039773972	1	3.670847238	0.27873693	LTP
AT3G22600	AT3G22600.1	821832	1.932416579	0.000861497	0.500346053	62.14088598	237.188045	LTP
AT3G23050	AT3G23050.2	821879	0.500881559	0.047958796	1	1047.788624	1482.702611	IAA7
AT3G23370	AT3G23370.2	821918	-0.639184138	0.049190658	1	63.06011162	40.48938097	nucleic acid binding
AT3G23470	AT3G23470.1	821928	-	0.000146002	0.142718266	7.39699172	0	cyclopropane-fatty-acyl-phospholipid synthase
AT3G23570	AT3G23570.1	821936	-0.726074429	0.005656701	1	1077.054834	651.1298904	hydrolase
AT3G23955	AT3G23955.1	3768912	-	0.008250288	1	7.640438016	0	-
AT3G23955	AT3G23955.2	3768912	-	0.005724385	1	9.611402142	0	-
AT3G25010	AT3G25010.1	822092	0.944404332	0.013271238	1	193.9702541	373.2752257	RLP41
AT3G25780	AT3G25780.1	822169	-1.272602734	0.025198179	1	234.5085819	97.06600268	AOC3
AT3G26500	AT3G26500.1	822257	0.734986302	0.017726602	1	103.5714056	172.3823486	LRR
AT3G28550	AT3G28550.1	822485	-2.298171837	0.001415192	0.665649715	37.01166215	7.525232648	extensin
AT3G30120	AT3G30120.1	3769058	1.484524106	0.047186163	1	6.18414677	17.30477965	-
AT3G30775	AT3G30775.1	822833	-0.732602888	0.038602964	1	5047.559595	3037.707903	PRODH
AT3G32030	AT3G32030.1	822955	-	0.023159004	1	2.447382522	0	terpene synthase/cyclase
AT3G33528	AT3G33528.1	5008053	-4.053990985	0.022843327	1	4.629855119	0.27873693	-
AT3G44120	AT3G44120.1	823533	1.911221053	0.00933916	1	3.113591406	11.71106753	F-box
AT3G44510	AT3G44510.1	823576	1.544503445	0.004788577	1	15.07588296	43.97690106	-
AT3G44510	AT3G44510.2	823576	1.544503445	0.004824745	1	15.07588296	43.97690106	-
AT3G44870	AT3G44870.1	823621	-3.340384158	0.034532295	1	4.656329301	0.459714136	methyltransferase
AT3G45700	AT3G45700.1	823712	-3.354700135	0.003751278	1	5.262739096	0.514453911	POT
AT3G45860	AT3G45860.1	823729	1.380591143	0.027256281	1	180.7924306	470.7383593	kinase
AT3G47010	AT3G47010.1	823854	0.816552248	0.004323119	1	189.2600155	333.3232371	hydrolase
AT3G47010	AT3G47010.2	823854	0.818417526	0.004155279	1	189.2600155	333.7544736	hydrolase
AT3G47640	AT3G47640.1	823918	0.940021883	0.025734653	1	191.0323878	366.5065897	bHLH
AT3G47640	AT3G47640.2	823918	0.933958168	0.026235151	1	195.5920531	373.6806662	bHLH
AT3G47640	AT3G47640.3	823918	0.933958168	0.026235151	1	195.5920531	373.6806662	bHLH
AT3G48020	AT3G48020.1	823957	1.130671252	0.045253051	1	5.014818762	10.98047694	-
AT3G48520	AT3G48520.1	824011	-2.825138596	0.024239095	1	52.98776272	7.476943924	CYP94B3
AT3G48970	AT3G48970.1	824058	-1.373704934	0.019750836	1	17.00409565	6.561862849	copper-binding
AT3G49115	AT3G49115.1	6240439	-1.388588607	0.027944076	1	35.72771833	13.64578296	-
AT3G49580	AT3G49580.1	824120	1.591258173	0.04484162	1	38.49828337	115.999951	LSU1
AT3G49580	AT3G49580.2	824120	1.574424381	0.044925582	1	39.13731063	116.5574248	LSU1
AT3G50470	AT3G50470.1	824211	1.15483821	0.035269598	1	62.31484986	138.749841	MLA10
AT3G54580	AT3G54580.1	824623	-3.209732096	#################	0.038572919	34.27691647	3.704896732	extensin
AT3G54590	AT3G54590.1	824624	-2.623239447	0.000243225	0.191488491	24.73125796	4.013954526	HRGP1
AT3G56000	AT3G56000.1	824766	0.699348924	0.049017918	1	76.25490184	123.8205618	CSLA14
AT3G56100	AT3G56100.1	824776	-0.59591899	0.031609599	1	167.3740121	110.7384743	MRLK
AT3G56240	AT3G56240.1	824790	0.599644553	0.016729679	1	1787.433282	2708.574825	CCH
AT3G56420	AT3G56420.1	824809	-2.535752886	0.049756919	1	6.958601262	1.200008359	-
AT3G57520	AT3G57520.1	824919	-1.071342143	0.000446456	0.318413256	9136.802633	4347.98586	SIP2
AT3G57520	AT3G57520.2	824919	-1.068691543	0.00045759	0.318413256	9054.127891	4316.566283	SIP2
AT3G57520	AT3G57520.3	824919	-1.070051289	0.000458368	0.318413256	9007.598203	4290.337632	SIP2
AT3G58120	AT3G58120.1	824981	0.51934371	0.03703944	1	774.6139604	1110.256577	BZIP61
AT3G58770	AT3G58770.1	825046	-0.868054407	0.039244259	1	52.77482467	28.91454647	-
AT3G58990	AT3G58990.1	825068	-0.655284571	0.03478085	1	856.6185158	543.9101281	aconitase C-terminal
AT3G59140	AT3G59140.1	825083	0.598524578	0.02103065	1	884.7053939	1339.591941	MRP14
AT3G59220	AT3G59220.1	825091	-1.525524148	0.001337892	0.650027983	79.7771291	27.7108518	PRN1
AT3G59340	AT3G59340.1	825103	-1.715002708	0.009545753	1	18.20604112	5.545596432	-
AT3G59550	AT3G59550.1	825124	-0.565549954	0.043919356	1	156.9757463	106.0681652	SYN3
AT3G59820	AT3G59820.1	825151	-0.501591126	0.043113299	1	668.4020094	472.1106227	calcium-binding mitochondrial
AT3G59820	AT3G59820.2	825151	-0.517960665	0.037628703	1	689.7218684	481.6729961	calcium-binding mitochondrial
AT3G59930	AT3G59930.1	825163	-1.775143652	0.003760302	1	145.8118976	42.60116503	-
AT3G60140	AT3G60140.1	825184	-3.980383419	0.042420953	1	34.96695217	2.215353196	SRG2
AT3G60170	AT3G60170.1	3769745	4.621077275	0.013349547	1	0.449491123	11.06124448	transposable element gene
AT3G60550	AT3G60550.1	825226	-1.137631655	0.012611001	1	83.94406609	38.15300501	CYCP3;2
AT3G61900	AT3G61900.1	825363	-0.84666389	0.039584382	1	29.00376086	16.12809558	auxin-responsive
AT4G00200	AT4G00200.1	828162	-1.05058585	0.010526797	1	37.06597431	17.89441753	DNA binding
AT4G00690	AT4G00690.1	828036	-0.808113179	0.040574076	1	48.82839457	27.88727879	ULP1B
AT4G00695	AT4G00695.1	828033	-1.417765814	0.020551959	1	12.83839528	4.805302209	-
AT4G00695	AT4G00695.2	828033	-1.305847282	0.040666732	1	11.88009484	4.805302209	-
AT4G00695	AT4G00695.3	828033	-1.564214979	0.041144617	1	9.145575704	3.092683098	-
AT4G02290	AT4G02290.1	828080	-0.838030975	0.025025509	1	845.7338847	473.109066	GH9B13
AT4G03610	AT4G03610.2	825661	1.488606414	0.042399206	1	5.10083768	14.31385739	-
AT4G04220	AT4G04220.1	825737	0.549901912	0.045325941	1	263.9139408	386.3663559	RLP46
AT4G04420	AT4G04420.1	3769951	-1.847361541	0.047553887	1	12.52572092	3.480899578	transposable element gene
AT4G05070	AT4G05070.1	825849	0.704378027	0.012051376	1	260.205672	423.9900585	-
AT4G08150	AT4G08150.1	826364	-0.884322156	0.014761522	1	156.3838247	84.71968562	KNAT1
AT4G08770	AT4G08770.1	826447	1.286973368	0.00825652	1	87.13065585	212.6123905	peroxidase
AT4G09460	AT4G09460.1	826530	0.547882269	0.031663669	1	172.5617165	252.2745551	MYB6
AT4G11300	AT4G11300.1	826732	0.822048951	0.023640711	1	30.48853984	53.90114834	-
AT4G12030	AT4G12030.1	826811	-0.75304197	0.003926834	1	998.8018775	592.6402299	bile acid:sodium symporter
AT4G12030	AT4G12030.2	826811	-0.736279637	0.004083137	1	1638.13591	983.3489872	bile acid:sodium symporter
AT4G12350	AT4G12350.1	826844	1.907527466	0.047928666	1	3.29270896	12.35311061	MYB42
AT4G12440	AT4G12440.1	826856	-4.497722644	0.002555253	0.983994628	6.297148577	0.27873693	APT4
AT4G12440	AT4G12440.2	826856	-4.497722644	0.00260051	0.990654597	6.297148577	0.27873693	APT4
AT4G13180	AT4G13180.1	826932	0.925641625	0.003964657	1	108.1940464	205.5177128	SDR
AT4G13505	AT4G13505.1	5008140	0.559566946	0.037590031	1	1205.337009	1776.45793	other RNA
AT4G13510	AT4G13510.1	826983	0.543059316	0.035489763	1	1323.232838	1928.02834	AMT1;1
AT4G13615	AT4G13615.1	826995	0.417666715	0.018648554	1	697.4355012	931.610253	4F5
AT4G14140	AT4G14140.1	827052	-0.996374557	0.039629972	1	30.04239003	15.05899023	MET2
AT4G14330	AT4G14330.1	827075	-0.622528835	0.019343505	1	253.8708815	164.8971078	PAKRP2
AT4G14440	AT4G14440.1	827089	0.388777761	0.046803447	1	227.9817483	298.4927915	HCD1
AT4G14610	AT4G14610.1	3770075	0.663547892	0.039704809	1	139.3559538	220.7360909	-
AT4G14630	AT4G14630.1	827113	2.444631478	0.039965799	1	5.767499654	31.39749358	GLP9
AT4G15340	AT4G15340.1	827200	-	0.034402125	1	2.425183641	0	PEN1
AT4G15610	AT4G15610.1	827238	-1.196447616	0.043811638	1	360.5947859	157.3449549	integral membrane
AT4G15760	AT4G15760.1	827255	0.60616608	0.033064958	1	746.5048856	1136.33616	MO1
AT4G15760	AT4G15760.2	827255	0.604761744	0.032553694	1	748.8442768	1138.788152	MO1
AT4G15920	AT4G15920.1	827274	-0.570516935	0.024316503	1	1024.985927	690.2003772	-
AT4G16780	AT4G16780.1	827384	0.698772033	0.021123983	1	117.9847334	191.5036948	HAT4
AT4G17920	AT4G17920.1	827517	-	0.038766698	1	3.29791825	0	zinc finger
AT4G18360	AT4G18360.1	827563	1.41465976	0.005864281	1	13.81252477	36.82375661	glycolate oxidase
AT4G18360	AT4G18360.2	827563	1.433183723	0.005312461	1	13.46606997	36.36404248	glycolate oxidase
AT4G18440	AT4G18440.1	827575	-0.985688945	0.008502144	1	3372.905241	1703.264918	adenylosuccinase
AT4G18501	AT4G18501.1	3770110	-1.262185389	0.032150419	1	14.40426605	6.005310568	-
AT4G18610	AT4G18610.1	28720146	-2.612599109	0.034753597	1	4.516400221	0.738451065	LSH9
AT4G19120	AT4G19120.1	827650	-0.481549089	0.045721932	1	2108.111517	1509.846723	ERD3
AT4G19120	AT4G19120.2	827650	-0.479851224	0.048572448	1	1969.118556	1411.959543	ERD3
AT4G19130	AT4G19130.1	827651	-0.760125576	0.018661132	1	84.83919587	50.09287345	DNA binding
AT4G20000	AT4G20000.1	827745	1.96941469	0.000751083	0.466830852	14.42689021	56.49703059	VQ motif
AT4G20240	AT4G20240.1	827771	-1.746158728	0.017786548	1	8.835759307	2.633890541	CYP71A27
AT4G20450	AT4G20450.1	827793	-	0.011989192	1	3.611529048	0	kinase
AT4G20820	AT4G20820.1	827830	1.011848938	0.019735671	1	47.14949174	95.07665568	FAD-binding
AT4G21740	AT4G21740.1	828262	0.602757362	0.031009617	1	70.10498616	106.462572	-
AT4G21820	AT4G21820.1	828270	-0.609176136	0.022757091	1	241.9842132	158.637824	binding
AT4G21830	AT4G21830.1	828271	-1.879906576	0.007752059	1	14.97148737	4.067772723	SeIR
AT4G21830	AT4G21830.2	828271	-1.835928805	0.009551147	1	14.52199624	4.067772723	SeIR
AT4G22212	AT4G22212.1	828313	-3.719873984	#################	0.005143362	12.84807861	0.975089625	-
AT4G22590	AT4G22590.1	828355	-0.934974518	0.001694222	0.741023204	388.3275029	203.1153638	trehalose-6-phosphate phosphatase
AT4G22592	AT4G22592.1	N/A	-0.934974518	0.001694222	0.741023204	388.3275029	203.1153638	CPuORF27
AT4G24130	AT4G24130.1	828513	-1.066416328	0.006860272	1	37.04901008	17.69103761	-
AT4G24340	AT4G24340.1	828537	-2.757708773	0.000172633	0.155215009	33.47010339	4.948846619	phosphorylase
AT4G25140	AT4G25140.1	828617	-	0.046773206	1	5.218794423	0	OLEO1
AT4G26260	AT4G26260.1	828732	-2.987421446	0.01511958	1	147.0078208	18.53689435	MIOX4
AT4G26260	AT4G26260.2	828732	-2.987421446	0.014933708	1	147.0078208	18.53689435	MIOX4
AT4G26660	AT4G26660.1	828773	-0.534878475	0.040362311	1	430.6277977	297.2265468	-
AT4G27970	AT4G27970.1	828910	-0.985332547	0.004517216	1	79.21389319	40.01167257	SLAH2
AT4G28490	AT4G28490.1	828967	0.663443983	0.033783146	1	304.9422238	482.9855108	RLK5
AT4G29350	AT4G29350.1	829056	0.338949148	0.036051189	1	2140.740964	2707.684009	PRO2
AT4G29690	AT4G29690.1	829090	-1.722257694	0.00292791	1	20.45066206	6.19806528	type I phosphodiesterase/nucleotide pyrophosphatase
AT4G29700	AT4G29700.1	829091	-0.752016851	0.02019518	1	314.1677698	186.5443071	type I phosphodiesterase/nucleotide pyrophosphatase
AT4G32870	AT4G32870.1	829423	0.789453783	0.042618762	1	25.83807166	44.65903835	-
AT4G32890	AT4G32890.1	829425	0.92078522	0.016938455	1	26.22645759	49.65049758	zinc finger
AT4G33120	AT4G33120.1	829449	4.850284934	0.002698361	1	0.265390825	7.655387115	methyltransferase
AT4G33905	AT4G33905.1	829534	-2.296497943	0.011141372	1	8.951311179	1.822098662	peroxisomal membrane 22 kDa
AT4G33980	AT4G33980.1	829544	-0.803601356	0.045966885	1	144.1082332	82.56209048	-
AT4G33980	AT4G33980.2	829544	-0.786130072	0.046095227	1	142.299397	82.51907053	-
AT4G34135	AT4G34135.1	829560	0.922445907	0.001058439	0.567684603	305.0221456	578.1163594	UGT73B2
AT4G34135	AT4G34135.2	829560	0.932797395	0.001163534	0.597415595	287.2379633	548.3297818	UGT73B2
AT4G34420	AT4G34420.1	829593	-0.805984771	0.035177009	1	53.10428988	30.37414163	-
AT4G34630	AT4G34630.1	829615	0.548956487	0.031080459	1	219.0063073	320.4121613	-
AT4G34710	AT4G34710.1	829623	-0.680281777	0.022737034	1	3413.723218	2130.311371	SPE2
AT4G34710	AT4G34710.2	829623	-0.678920394	0.023045413	1	3402.405334	2125.253045	SPE2
AT4G35720	AT4G35720.1	829724	-1.732071196	0.001320519	0.650027983	17.44106877	5.250101622	-
AT4G36060	AT4G36060.1	829762	-0.858582633	0.012713894	1	43.78588302	24.14765632	bHLH
AT4G36060	AT4G36060.2	829762	-0.888559884	0.009915654	1	43.3363919	23.40828368	bHLH
AT4G36410	AT4G36410.1	829793	-0.620088802	0.028066758	1	496.4353125	322.9961435	UBC17
AT4G36580	AT4G36580.1	829810	-0.626485646	0.038789563	1	159.3237728	103.2023557	AAA-type ATPase
AT4G36880	AT4G36880.1	829841	1.103914137	0.022465445	1	14.57185765	31.32031981	CP1
AT4G37750	AT4G37750.1	829931	-0.723277066	0.010313288	1	347.3804839	210.4153039	DRG
AT5G01360	AT5G01360.1	830298	-0.98815791	0.010532315	1	28.83973711	14.53871844	-
AT5G01360	AT5G01360.2	830298	-0.956508827	0.02552291	1	20.31642562	10.46910256	-
AT5G01550	AT5G01550.1	831700	1.097367406	0.033651125	1	41.25995633	88.28141173	LECRKA4.2
AT5G01820	AT5G01820.1	831765	0.694150828	0.018055096	1	367.0552101	593.8703098	SnRK3.15
AT5G01870	AT5G01870.1	831705	-1.166810392	0.018311331	1	35.2786852	15.71330223	lipid transfer
AT5G02170	AT5G02170.2	831896	-0.831956618	0.047655105	1	87.39935855	49.09806177	amino acid transporter
AT5G02480	AT5G02480.1	831883	-0.520600065	0.03997836	1	3483.739801	2428.451728	-
AT5G03860	AT5G03860.1	831690	-1.866943913	0.004452346	1	22.42850717	6.148854977	MLS
AT5G03860	AT5G03860.2	831690	-1.866943913	0.004422915	1	22.42850717	6.148854977	MLS
AT5G04910	AT5G04910.1	830373	0.47227845	0.033954425	1	154.4461062	214.2628825	-
AT5G05440	AT5G05440.1	830427	0.625160273	0.013910979	1	396.1089906	610.951442	-
AT5G05640	AT5G05640.1	830447	-1.256353532	0.013781324	1	12.32933161	5.161066267	nucleoprotein
AT5G05965	AT5G05965.1	830482	-1.427160636	0.009156255	1	18.95283309	7.047839053	-
AT5G06510	AT5G06510.1	830539	0.645156473	0.030091576	1	143.381328	224.2353344	NF-YA10
AT5G06510	AT5G06510.2	830539	0.650000099	0.026842605	1	141.6859467	222.3290967	NF-YA10
AT5G06510	AT5G06510.3	830539	0.637415798	0.031343059	1	137.1598354	213.3576552	NF-YA10
AT5G06570	AT5G06570.1	830545	-2.331171082	0.001073582	0.567684603	62.26847125	12.37416158	hydrolase
AT5G06570	AT5G06570.2	830545	-2.33241894	0.001004364	0.56480312	62.32235361	12.37416158	hydrolase
AT5G06640	AT5G06640.1	830552	-2.383854429	0.029693732	1	6.258385386	1.19908678	extensin
AT5G07010	AT5G07010.1	830592	-1.926757748	0.000149051	0.142718266	102.3110059	26.90980049	ST2A
AT5G07440	AT5G07440.1	830635	-2.086067999	#################	0.000703936	6601.952347	1554.903155	GDH2
AT5G07440	AT5G07440.2	830635	-2.090861142	#################	0.000703936	6600.419547	1549.385978	GDH2
AT5G07440	AT5G07440.3	830635	-2.06394269	#################	0.00076087	5838.423469	1396.326347	GDH2
AT5G08330	AT5G08330.1	830730	0.545751918	0.037711503	1	427.9584575	624.7256119	TCP TF
AT5G08620	AT5G08620.1	830763	-0.489877649	0.045428309	1	622.4012346	443.2028851	STRS2
AT5G09210	AT5G09210.1	830780	-	0.010704243	1	4.885280454	0	TF
AT5G09840	AT5G09840.1	830844	-0.587425042	0.035526579	1	169.8748759	113.0567755	-
AT5G10520	AT5G10520.1	830917	-0.830049267	0.02175738	1	85.50849415	48.09938585	RBK1
AT5G14180	AT5G14180.1	831268	-3.108385693	0.044476085	1	155.8137854	18.0671041	MPL1
AT5G14200	AT5G14200.1	831270	-0.860048289	0.000576868	0.372244592	6889.830782	3795.84284	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14200	AT5G14200.2	831270	-0.860896055	0.000569175	0.372244592	6886.132753	3791.576783	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14200	AT5G14200.3	831270	-0.859539399	0.000577889	0.372244592	6607.838574	3641.768065	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14545	AT5G14545.1	5008210	1.222026769	0.043184648	1	11.36041141	26.50090909	MIR398B
AT5G14580	AT5G14580.1	831309	-0.696950767	0.005353585	1	275.6676059	170.052354	polyribonucleotide nucleotidyltransferase
AT5G14730	AT5G14730.1	831325	0.670836505	0.031624439	1	117.4717322	187.0145011	-
AT5G15130	AT5G15130.1	831365	1.616551552	0.03913695	1	4.96611789	15.22816353	WRKY72
AT5G15265	AT5G15265.1	5008213	-	0.009880446	1	3.454610377	0	-
AT5G15860	AT5G15860.1	831443	0.475767442	0.044427473	1	441.051015	613.3510273	PCME
AT5G15860	AT5G15860.2	831443	0.493336413	0.034112862	1	396.3862541	557.9915778	PCME
AT5G16170	AT5G16170.1	831475	0.874920233	0.032945449	1	39.72172028	72.84592843	-
AT5G16230	AT5G16230.1	831483	0.835932837	0.023697688	1	36.48295174	65.12246439	stearoyl-ACP desaturase
AT5G16860	AT5G16860.1	831549	-0.786893772	0.028302907	1	42.73567474	24.76919753	PPR
AT5G17040	AT5G17040.1	831567	0.825570513	0.031419579	1	5.426055402	9.616249251	glucosyl transferase
AT5G17820	AT5G17820.1	831650	-2.394880818	0.034719244	1	4.8404296	0.92034985	PRXR10
AT5G18010	AT5G18010.1	831668	2.529608692	0.011475632	1	2.231145661	12.88297066	auxin-responsive
AT5G18840	AT5G18840.1	832002	-1.010045169	0.002749896	1	137.5012126	68.27357358	sugar transporter
AT5G19097	AT5G19097.1	3770690	-1.390952149	0.014844351	1	17.61336341	6.716205506	transposable element gene
AT5G19110	AT5G19110.1	832031	-1.916411138	0.005495396	1	44.80521094	11.86946898	glycoprotein
AT5G19520	AT5G19520.1	832072	-1.441696695	0.00583639	1	38.28122658	14.09262497	MSL9
AT5G19600	AT5G19600.1	832080	-1.185555533	0.00227765	0.906658233	162.4768266	71.4337832	SULTR3;5
AT5G21150	AT5G21150.1	832241	-1.058535423	0.031831462	1	47.97762985	23.03498192	PAZ
AT5G22140	AT5G22140.1	832275	-0.670134579	0.039464983	1	71.51940924	44.94623407	oxidoreductase
AT5G22140	AT5G22140.2	832275	-0.6667173	0.039346036	1	70.62042699	44.48651993	oxidoreductase
AT5G22500	AT5G22500.1	832311	-0.76346675	0.017451056	1	243.3057036	143.3263026	FAR1
AT5G23010	AT5G23010.1	832365	-0.897888931	0.040202258	1	7032.46306	3774.122206	MAM1
AT5G23730	AT5G23730.1	832438	0.606026902	0.047739049	1	82.82712174	126.0679949	nucleotide binding
AT5G23820	AT5G23820.1	832447	-0.645165448	0.008486597	1	1774.529133	1134.668456	ML
AT5G24090	AT5G24090.1	832474	1.784374485	0.012969314	1	5.735335283	19.7564566	CHIB1
AT5G24110	AT5G24110.1	832476	1.787298382	0.001907996	0.804720167	19.97679373	68.9534832	WRKY30
AT5G24140	AT5G24140.1	832479	-2.281092847	0.026833438	1	10.29247828	2.117593472	SQP2
AT5G24330	AT5G24330.1	832503	-0.865532194	0.034677527	1	55.13527719	30.26066096	SDG34
AT5G24380	AT5G24380.1	832509	1.247138091	#################	0.10632288	162.2820351	385.2089948	YSL2
AT5G24770	AT5G24770.1	832546	-1.944018679	#################	0.10632288	563.5880047	146.4717285	VSP2
AT5G24770	AT5G24770.2	832546	-1.927622916	#################	0.10632288	528.3418605	138.8809578	VSP2
AT5G24780	AT5G24780.1	832547	-2.435486181	#################	0.005143362	139.8394918	25.8508866	VSP1
AT5G24780	AT5G24780.2	832547	-2.435486181	#################	0.005143362	139.8394918	25.8508866	VSP1
AT5G25090	AT5G25090.1	832580	-0.629705156	0.035413975	1	177.0005891	114.3969831	plastocyanin-like
AT5G26260	AT5G26260.1	832695	-1.288996825	0.015750575	1	325.1964612	133.0819337	MATH
AT5G26270	AT5G26270.2	832696	-0.719830667	0.039148667	1	123.4971757	74.98362002	-
AT5G26290	AT5G26290.1	832698	-1.52140183	0.014811414	1	9.686267227	3.374184763	MATH
AT5G27330	AT5G27330.1	832791	-0.626848541	0.030391183	1	211.9221429	137.2385508	-
AT5G27680	AT5G27680.1	832830	-0.707372723	0.02934488	1	108.6809402	66.55994881	RECQSIM
AT5G27910	AT5G27910.1	832857	-2.717794574	0.036266201	1	6.768838582	1.028907822	NF-YC8
AT5G28640	AT5G28640.1	832968	-1.527615294	0.010736451	1	59.83057332	20.75224754	GIF1
AT5G28646	AT5G28646.1	832970	-2.148203159	0.008943369	1	10.67837837	2.408971807	WVD2
AT5G28646	AT5G28646.2	832970	-2.148203159	0.008707459	1	10.67837837	2.408971807	WVD2
AT5G35935	AT5G35935.1	3771313	2.428603956	#################	#################	20.99894446	113.0524824	transposable element gene
AT5G35940	AT5G35940.1	833584	-3.906330137	0.001379451	0.660421484	8.358860012	0.55747386	jacalin lectin
