Locus ID	Transcript ID	Entrez Arabidopsis ID	Col_Root_baseMeanB_GC	Col_Root_baseMeanA_FL	Col_Root_log2FoldChange	Col_Root_pval	Col_Root_padj	Symbol
AT1G79430	AT1G79430.1	844281	158.910079	100.0975442	0.666804053	0.014120322	0.952331487	WDY
AT1G79430	AT1G79430.2	844281	162.3800626	102.1610953	0.668528608	0.013495839	0.939520017	WDY
AT1G79470	AT1G79470.1	844285	711.1717198	470.0841763	0.597278838	0.013800049	0.948832618	inosine-5'-monophosphate dehydrogenase
AT1G80240	AT1G80240.1	844364	94.22798183	444.4124429	-2.237671761	0.000705465	0.162162523	-
AT1G80380	AT1G80380.1	844378	536.8454684	912.1478957	-0.764760895	0.011965761	0.864097228	kinase
AT1G80380	AT1G80380.2	844378	803.4811322	1381.430889	-0.781827337	0.010688314	0.81004194	kinase
AT1G80380	AT1G80380.3	844378	806.4277263	1388.146061	-0.783542229	0.010545872	0.800897949	kinase
AT1G80380	AT1G80380.4	844378	791.9617537	1358.819574	-0.778851241	0.011070809	0.825231383	kinase
AT1G80830	AT1G80830.1	844422	1005.818769	1529.418944	-0.604613269	0.034842586	1	PMIT1
AT2G01180	AT2G01180.1	814646	229.1313829	430.4906158	-0.909806718	0.047341448	1	PAP1
AT2G01940	AT2G01940.1	814725	79.22776808	125.9721523	-0.669026777	0.016684395	1	SGR5
AT2G01940	AT2G01940.2	814725	64.31222976	98.03535469	-0.608209015	0.031850377	1	SGR5
AT2G01940	AT2G01940.3	814725	78.96587025	125.1277542	-0.664100677	0.017827433	1	SGR5
AT2G02010	AT2G02010.1	814732	44.96756993	12.83435328	1.808874321	0.044938764	1	GAD4
AT2G02100	AT2G02100.1	814741	3631.398381	2135.75626	0.765778198	0.003982386	0.453660328	LCR69
AT2G02450	AT2G02450.1	814775	8.001177734	22.26012269	-1.476177266	0.001427122	0.247428792	ANAC035
AT2G02450	AT2G02450.2	814775	8.158513624	21.83110307	-1.420006787	0.001780184	0.2832651	ANAC035
AT2G02950	AT2G02950.1	814823	212.3484999	309.0240277	-0.5412851	0.031073223	1	PKS1
AT2G03550	AT2G03550.1	814884	1.408870358	0	Inf	0.006095467	0.597469589	hydrolase
AT2G03710	AT2G03710.1	814898	2.032453351	7.210214526	-1.826819945	0.004278469	0.478635945	42982
AT2G03710	AT2G03710.2	814898	2.032453351	7.210214526	-1.826819945	0.004293305	0.478635945	42982
AT2G03710	AT2G03710.3	814898	1.901504432	7.071958761	-1.89496856	0.003270289	0.407477978	42982
AT2G04040	AT2G04040.1	814938	35.12759589	9.025913907	1.96045992	0.002936162	0.387147952	TX1
AT2G04460	AT2G04460.1	814986	18.82211086	0.142277105	7.047581102	1.39E-06	0.00175784	transposable element gene
AT2G05380	AT2G05380.1	815086	16.13946986	1.365961902	3.562604039	7.63E-06	0.005591295	GRP3S
AT2G05380	AT2G05380.2	815086	16.5557554	1.504217667	3.460247588	1.18E-05	0.007886408	GRP3S
AT2G05441	AT2G05441.1	6241003	45.93043338	24.41774879	0.9115202	0.044963109	1	-
AT2G05510	AT2G05510.1	815100	475.0061192	44.85638049	3.404560981	0.018877357	1	glycine-rich
AT2G05510	AT2G05510.2	815100	474.6995752	44.71812473	3.408083164	0.018646144	1	glycine-rich
AT2G05510	AT2G05510.3	815100	473.5292984	44.61071703	3.40799145	0.018570891	1	glycine-rich
AT2G05510	AT2G05510.4	815100	467.639423	44.22679781	3.402403863	0.018703214	1	glycine-rich
AT2G05510	AT2G05510.5	815100	475.2757399	44.85638049	3.405379644	0.018747609	1	glycine-rich
AT2G05510	AT2G05510.6	815100	466.9510579	43.4475065	3.425926059	0.017696557	1	glycine-rich
AT2G05520	AT2G05520.2	815101	20.58685951	10.92713002	0.913809235	0.048357357	1	GRP3
AT2G05520	AT2G05520.5	815101	19.22178399	9.930835021	0.952755305	0.0417104	1	GRP3
AT2G06925	AT2G06925.1	815261	96.36904647	159.2201486	-0.724381179	0.032751529	1	PLA2-ALPHA
AT2G10940	AT2G10940.1	815558	2.71853567	7.908975501	-1.540661068	0.025879723	1	LTP
AT2G10940	AT2G10940.2	815558	2.603302728	7.172290702	-1.462090877	0.038690497	1	LTP
AT2G11280	AT2G11280.1	3768344	14.39182353	28.17752389	-0.969295438	0.046992361	1	-
AT2G12480	AT2G12480.1	815721	5.383144963	0.920957701	2.547242475	0.043664399	1	SCPL43
AT2G12480	AT2G12480.2	815721	5.383144963	0.920957701	2.547242475	0.043664399	1	SCPL43
AT2G13910	AT2G13910.1	3768458	48.99218476	123.516086	-1.334075409	0.04394446	1	-
AT2G14210	AT2G14210.1	815907	4.475337454	21.61450903	-2.271931691	0.019511404	1	ANR1
AT2G15220	AT2G15220.1	816011	34.94850248	16.59301566	1.074654529	0.03949263	1	secretory
AT2G15490	AT2G15490.1	816041	405.1479282	81.57693383	2.312215575	2.17E-05	0.012359027	UGT73B4
AT2G15490	AT2G15490.2	816041	278.6458214	55.66784786	2.323516305	2.36E-05	0.012898882	UGT73B4
AT2G15490	AT2G15490.3	816041	405.1479282	81.57693383	2.312215575	2.19E-05	0.012359027	UGT73B4
AT2G16050	AT2G16050.1	816102	30.23777762	15.65892765	0.949366692	0.026001968	1	-
AT2G16365	AT2G16365.1	816133	382.9609329	520.1575792	-0.441751521	0.045656499	1	F-box
AT2G16365	AT2G16365.3	816133	385.2097031	520.7644062	-0.434986801	0.049071648	1	F-box
AT2G16365	AT2G16365.4	816133	382.9609329	520.1575792	-0.441751521	0.045656627	1	F-box
AT2G16380	AT2G16380.1	816135	14.71409567	39.4716165	-1.423616727	0.001211105	0.228290214	SEC14 cytosolic factor
AT2G16630	AT2G16630.1	816164	71.75720516	37.73080069	0.927380984	0.001308434	0.23439664	proline-rich
AT2G16740	AT2G16740.1	816175	540.2089561	233.8342868	1.208031073	0.002757447	0.373847271	UBC29
AT2G17040	AT2G17040.1	816209	8.362103255	1.953649564	2.097694151	0.002786793	0.373847271	anac036
AT2G18270	AT2G18270.1	816343	178.1787552	254.1652098	-0.512441237	0.048196011	1	-
AT2G19500	AT2G19500.1	816469	8.436261993	2.553606052	1.724067924	0.039861182	1	CKX2
AT2G19900	AT2G19900.1	816509	30.82105217	9.29973046	1.728655306	0.036522211	1	NADP-ME1
AT2G21540	AT2G21540.1	816693	187.8430204	310.2741418	-0.724015957	0.003246897	0.405939472	SFH3
AT2G21540	AT2G21540.2	816693	190.7626452	315.9440469	-0.727890389	0.003077922	0.394199231	SFH3
AT2G21540	AT2G21540.3	816693	183.3191333	302.1596646	-0.720953718	0.003706411	0.439472762	SFH3
AT2G22980	AT2G22980.1	816829	59.5678136	120.2700903	-1.013672994	0.014081758	0.952331487	SCPL13
AT2G22980	AT2G22980.2	816829	57.54321886	115.9980619	-1.011382871	0.014709625	0.973905161	SCPL13
AT2G22980	AT2G22980.3	816829	59.5678136	120.4123674	-1.015378665	0.013949064	0.952331487	SCPL13
AT2G22980	AT2G22980.4	816829	59.43686469	120.2700903	-1.016847986	0.013810307	0.948832618	SCPL13
AT2G23960	AT2G23960.1	816929	35.96554709	15.81362454	1.185447474	0.008753142	0.732891214	defense
AT2G24180	AT2G24180.1	816952	557.0785409	394.7721991	0.496860348	0.04864829	1	CYP71B6
AT2G24720	AT2G24720.1	817008	109.6941087	34.63492229	1.663186704	0.017396381	1	GLR2.2
AT2G24762	AT2G24762.1	817013	477.5425215	275.0400353	0.795987565	0.023344105	1	GDU4
AT2G25440	AT2G25440.1	817082	12.93544314	3.888719884	1.733962257	0.037335882	1	RLP20
AT2G25510	AT2G25510.1	817089	11.02014217	2.62242858	2.071167448	0.001590742	0.26821511	-
AT2G25510	AT2G25510.2	817089	10.75824433	2.515020885	2.096800374	0.001362309	0.240001321	-
AT2G25625	AT2G25625.1	817103	5.572753323	1.450564206	1.941776139	0.04699317	1	-
AT2G25625	AT2G25625.2	817103	5.572753323	1.450564206	1.941776139	0.046897414	1	-
AT2G25737	AT2G25737.1	817116	244.1559608	137.5711292	0.827625264	0.001606641	0.268473489	-
AT2G26400	AT2G26400.1	817180	27.71274635	2.432912465	3.509793371	8.15E-05	0.032662045	ARD3
AT2G26560	AT2G26560.1	817197	53.6836596	5.322588024	3.334283214	0.000939563	0.197345818	PLP2
AT2G26580	AT2G26580.1	817199	1.101351227	0	Inf	0.024744297	1	YAB5
AT2G26580	AT2G26580.2	817199	1.258687116	0	Inf	0.013963895	0.952331487	YAB5
AT2G27270	AT2G27270.1	817269	18.69404458	9.136781955	1.032820708	0.036921402	1	-
AT2G27360	AT2G27360.1	817279	178.894132	279.3223477	-0.642824938	0.0096662	0.770716929	lipase
AT2G28270	AT2G28270.1	817373	0.882396853	19.31018142	-4.451790263	0.006938635	0.647583785	DC1
AT2G28570	AT2G28570.1	817405	222.8111638	153.2139585	0.540273781	0.049872451	1	-
AT2G28580	AT2G28580.1	817406	1.031875375	0	Inf	0.044018393	1	-
AT2G29010	AT2G29010.1	3768312	30.1328045	146.2019724	-2.278555916	0.03085963	1	-
AT2G29220	AT2G29220.1	817471	78.64866901	8.296304901	3.244881529	0.011084739	0.825231383	kinase
AT2G29250	AT2G29250.1	817474	20.89253732	0.429019616	5.605800288	0.003765823	0.445081559	kinase
AT2G29320	AT2G29320.1	817481	35.4576832	59.39337488	-0.744203739	0.028900538	1	tropinone reductase
AT2G29350	AT2G29350.1	817484	4.177679504	0.214509808	4.283586298	0.007637481	0.673215577	SAG13
AT2G29350	AT2G29350.2	817484	4.177679504	0.214509808	4.283586298	0.007454503	0.66587822	SAG13
AT2G29350	AT2G29350.3	817484	4.177679504	0.214509808	4.283586298	0.007688774	0.675698702	SAG13
AT2G29420	AT2G29420.1	817491	225.7296461	129.5318905	0.801288577	0.003611071	0.432352245	GST25
AT2G29480	AT2G29480.1	817497	124.665596	73.88846739	0.754642269	0.033468456	1	GST20
AT2G29490	AT2G29490.1	817498	666.6964196	331.3425989	1.008706284	0.001085424	0.216831235	GST19
AT2G29500	AT2G29500.1	817499	102.7171138	49.09021141	1.065169285	0.002938604	0.387147952	HSP17.6B-CI
AT2G30140	AT2G30140.1	817566	99.52750621	34.85110534	1.513890882	0.000367356	0.105259363	glucosyl transferase
AT2G30140	AT2G30140.2	817566	99.52750621	34.85110534	1.513890882	0.000369411	0.105259363	glucosyl transferase
AT2G30540	AT2G30540.1	817603	11.68703298	2.836938389	2.042501991	0.000104174	0.038869141	glutaredoxin
AT2G30660	AT2G30660.1	817616	39.30279741	0.21481539	7.515390832	0.001997815	0.299729312	hydrolase
AT2G30670	AT2G30670.1	817617	10.79873976	0.426831314	4.661053125	1.22E-06	0.001598782	tropinone reductase
AT2G30750	AT2G30750.1	817626	530.0940243	12.70103515	5.383230289	0.001855148	0.286213267	CYP71A12
AT2G30770	AT2G30770.1	817628	13.58410416	0.107407695	6.982678257	0.002747905	0.373847271	CYP71A13
AT2G31083	AT2G31083.1	817663	11.57604382	74.13315695	-2.678976662	0.000393685	0.109626275	CLE5
AT2G31085	AT2G31085.1	817664	22.3721005	67.56907304	-1.594662347	0.005138026	0.54129293	CLE6
AT2G31180	AT2G31180.1	817674	106.2937596	49.32285422	1.107728708	0.001606882	0.268473489	MYB14AT
AT2G31230	AT2G31230.1	817680	82.18343213	53.16677182	0.62832271	0.034932929	1	ERF15
AT2G31585	AT2G31585.1	5007916	99.47531077	193.9482792	-0.963261569	0.009933908	0.779593824	other RNA
AT2G31585	AT2G31585.2	5007916	99.47531077	193.7683332	-0.96192241	0.009968463	0.779593824	other RNA
AT2G32487	AT2G32487.1	5007918	37.1520089	7.073331091	2.392978525	1.28E-05	0.008417309	-
AT2G32530	AT2G32530.1	817814	22.44050392	44.70655521	-0.994381312	0.046589457	1	CSLB03
AT2G32860	AT2G32860.1	817847	22.65644534	6.329880293	1.839671407	0.001165787	0.225881371	BGLU33
AT2G32860	AT2G32860.2	817847	21.78386811	6.329880293	1.783010031	0.001208647	0.228290214	BGLU33
AT2G32960	AT2G32960.1	817858	568.5291304	201.0408875	1.499745327	1.57E-08	3.61E-05	tyrosine specific phosphatase
AT2G33710	AT2G33710.1	817936	63.24623724	30.41639268	1.056130588	0.002135336	0.309009976	AP2
AT2G33710	AT2G33710.2	817936	50.98029819	26.08297372	0.966831451	0.007223685	0.65399254	AP2
AT2G33790	AT2G33790.1	817946	142.3733442	668.686991	-2.231651987	0.009715177	0.772237178	AGP30
AT2G33810	AT2G33810.1	817948	32.87628263	62.21860084	-0.920298771	0.002617259	0.361663925	SPL3
AT2G33815	AT2G33815.1	5007925	32.32904817	60.81313702	-0.91155198	0.003042032	0.394199231	other RNA
AT2G33880	AT2G33880.1	817958	2.968475524	9.367787651	-1.657986155	0.029542593	1	WOX9
AT2G34350	AT2G34350.1	817997	22.9923183	75.64368412	-1.71806769	0.042361729	1	nodulin
AT2G34960	AT2G34960.1	818060	4.665496137	11.27231503	-1.272681423	0.014616694	0.973307647	CAT5
AT2G35910	AT2G35910.1	818164	34.07520068	68.00899473	-0.997003413	0.007092252	0.65399254	zinc finger
AT2G36110	AT2G36110.1	818184	7.399154651	18.28547835	-1.30526601	0.037810908	1	nuclease
AT2G36490	AT2G36490.1	818224	455.8709355	645.0443231	-0.500772864	0.026758199	1	ROS1
AT2G36500	AT2G36500.1	818225	10.96595755	18.21472201	-0.732073183	0.049379833	1	PB1
AT2G36770	AT2G36770.1	818249	1.683847911	0.142277105	3.564986411	0.015550016	1	glucosyl transferase
AT2G36780	AT2G36780.1	818250	1.118354193	0.107407695	3.380207912	0.039411647	1	glucosyl transferase
AT2G36830	AT2G36830.1	818255	8622.70569	16482.23392	-0.934699248	0.011879334	0.861240033	TIP1;1
AT2G36970	AT2G36970.1	818271	4.051193298	0.352765573	3.521565244	3.42E-05	0.01739978	glucosyl transferase
AT2G37130	AT2G37130.1	818289	1358.94798	2749.582264	-1.01672222	0.048861523	1	PRXR5
AT2G37130	AT2G37130.2	818289	1282.335865	2587.561935	-1.012819217	0.048084319	1	PRXR5
AT2G37180	AT2G37180.1	818294	1162.05357	1929.037778	-0.73120482	0.029906846	1	RD28
AT2G37460	AT2G37460.1	818323	954.6153542	612.541206	0.640112643	0.008865102	0.73632068	nodulin MtN21
AT2G37760	AT2G37760.1	818353	861.2911378	517.1951126	0.735792345	0.002085154	0.304142932	aldo/keto reductase
AT2G37760	AT2G37760.2	818353	862.5349495	518.2577362	0.734913168	0.002105081	0.305835832	aldo/keto reductase
AT2G37760	AT2G37760.3	818353	858.65305	516.9868124	0.731947829	0.002190978	0.312146408	aldo/keto reductase
AT2G37760	AT2G37760.4	818353	858.4565594	516.3389561	0.733426682	0.002150544	0.309990314	aldo/keto reductase
AT2G37760	AT2G37760.5	818353	861.2911378	517.1951126	0.735792345	0.002085146	0.304142932	aldo/keto reductase
AT2G37770	AT2G37770.1	818354	42.760496	5.529766635	2.950988085	8.19E-05	0.032662045	aldo/keto reductase
AT2G37770	AT2G37770.2	818354	44.00810722	5.529766635	2.99247882	6.97E-05	0.030858952	aldo/keto reductase
AT2G37900	AT2G37900.1	818366	38.24219124	9.848623023	1.957171256	7.51E-05	0.032278724	POT
AT2G38400	AT2G38400.1	818421	567.9630743	787.9727053	-0.47234852	0.034080799	1	AGT3
AT2G38400	AT2G38400.2	818421	510.8170509	707.9377555	-0.470815836	0.035430473	1	AGT3
AT2G38600	AT2G38600.1	818442	96.61539548	50.79534928	0.927556685	0.006432534	0.615956872	acid phosphatase class B
AT2G38920	AT2G38920.1	818477	17.23480877	4.325376279	1.994427743	0.011326786	0.83593815	SYG1/Pho81/XPR1
AT2G38920	AT2G38920.2	818477	17.23480877	4.325376279	1.994427743	0.011326786	0.83593815	SYG1/Pho81/XPR1
AT2G38920	AT2G38920.3	818477	17.23480877	4.325376279	1.994427743	0.011610458	0.848440549	SYG1/Pho81/XPR1
AT2G38995	AT2G38995.1	818485	0.806630595	0	Inf	0.033639173	1	-
AT2G38995	AT2G38995.2	818485	0.806630595	0	Inf	0.033639173	1	-
AT2G39010	AT2G39010.1	818487	86.96858424	180.3216055	-1.052006012	0.026385877	1	PIP2E
AT2G39400	AT2G39400.1	818525	27.30436959	6.420081075	2.088468427	7.68E-06	0.005591295	hydrolase
AT2G39450	AT2G39450.1	818530	593.3960153	843.6120742	-0.507584505	0.029848968	1	MTP11
AT2G39510	AT2G39510.1	818536	1131.641606	322.8000556	1.809704393	1.07E-05	0.0072645	nodulin MtN21
AT2G39530	AT2G39530.1	818538	392.2660625	191.118209	1.037367285	0.046001747	1	integral membrane
AT2G39980	AT2G39980.1	818586	36.21483991	10.76220451	1.75060737	0.001016809	0.208798047	transferase
AT2G40340	AT2G40340.1	818627	54.58101404	30.75979479	0.827353319	0.020711251	1	DRE2B
AT2G40390	AT2G40390.1	818632	86.37100903	44.77997031	0.947693572	0.047693621	1	-
AT2G40750	AT2G40750.1	818670	175.2359436	61.74198649	1.504974918	0.010784345	0.812295454	WRKY54
AT2G41190	AT2G41190.1	818718	224.4644439	335.5731913	-0.58014053	0.027566184	1	amino acid transporter
AT2G41730	AT2G41730.1	818772	12.42954462	4.471164333	1.475050965	0.000970641	0.202715115	-
AT2G41800	AT2G41800.1	818779	1129.08572	628.8497357	0.84436779	0.027909026	1	-
AT2G41810	AT2G41810.1	818780	274.6277076	3.899867612	6.137908228	1.05E-09	5.49E-06	-
AT2G42540	AT2G42540.1	818854	0.911732004	2.864376283	-1.651539302	0.026534553	1	COR15A
AT2G42540	AT2G42540.2	818854	0.911732004	2.864376283	-1.651539302	0.027647474	1	COR15A
AT2G42540	AT2G42540.3	818854	0.911732004	2.864376283	-1.651539302	0.027315603	1	COR15A
AT2G42840	AT2G42840.1	818884	579.1689538	303.3382435	0.933056871	0.020932512	1	PDF1
AT2G43140	AT2G43140.2	818916	241.5537525	160.2732031	0.591811031	0.040533789	1	TF
AT2G43470	AT2G43470.1	818948	30.21931278	14.96372735	1.014001268	0.047539315	1	-
AT2G43500	AT2G43500.1	818951	126.4108735	73.99226614	0.772674176	0.003202613	0.404530742	RWP-RK
AT2G43500	AT2G43500.2	818951	126.4108735	73.99226614	0.772674176	0.003202613	0.404530742	RWP-RK
AT2G43510	AT2G43510.1	818952	40.09202399	2.018450752	4.311994959	0.000346255	0.103039125	ATTI1
AT2G43570	AT2G43570.1	818959	147.1679161	24.44396481	2.589912971	0.001729315	0.280019493	chitinase
AT2G43600	AT2G43600.1	818962	5.343274615	13.71693621	-1.360162209	0.040091023	1	hydrolase
AT2G43620	AT2G43620.1	818964	71.0857482	9.712966584	2.871576443	0.026333252	1	chitinase
AT2G43890	AT2G43890.1	818993	31.35733879	2.615607774	3.583585006	5.05E-05	0.024403824	pectinase
AT2G43920	AT2G43920.1	818996	14.94508992	4.567629565	1.710154019	0.000549695	0.136924991	methyltransferase
AT2G43920	AT2G43920.2	818996	14.94508992	4.567629565	1.710154019	0.000549695	0.136924991	methyltransferase
AT2G43920	AT2G43920.3	818996	13.07403151	4.629325704	1.497830104	0.002499227	0.347970015	methyltransferase
AT2G44070	AT2G44070.1	819013	4.963954045	1.035491329	2.261174287	0.003827522	0.446629295	GTP binding
AT2G44080	AT2G44080.1	819014	338.3566163	200.6884671	0.753586888	0.005289916	0.549269597	ARL
AT2G44290	AT2G44290.1	819037	28.65401707	12.57530457	1.188144066	0.01941908	1	YLS3
AT2G44460	AT2G44460.1	819053	96.36832712	2.845897358	5.081603526	0.005717291	0.573582541	BGLU28
AT2G44500	AT2G44500.1	819057	1322.208186	1894.788137	-0.519087193	0.038220703	1	-
AT2G44500	AT2G44500.2	819057	1286.702835	1848.172777	-0.522420734	0.037258319	1	-
AT2G44940	AT2G44940.1	819103	815.830964	569.9683474	0.517388461	0.044881393	1	AP2
AT2G45550	AT2G45550.1	819163	11.19377631	1.966529555	2.508973049	0.006587132	0.625641407	CYP76C4
AT2G45760	AT2G45760.1	819184	17.69213906	5.429790455	1.704140059	0.03079829	1	BAP2
AT2G46495	AT2G46495.1	819259	31.02705425	10.98312877	1.498237638	0.003199188	0.404530742	zinc finger
AT2G46630	AT2G46630.1	3768746	179.382922	90.39251014	0.988767404	0.009465894	0.759689637	-
AT2G46660	AT2G46660.1	819278	56.5148128	30.24999266	0.901694262	0.003873152	0.447690064	CYP78A6
AT2G47550	AT2G47550.1	819368	246.716665	143.6033598	0.780765666	0.017382087	1	pectinesterase
AT2G48090	AT2G48090.1	819421	54.81285631	17.73352529	1.628034954	0.001587246	0.26821511	-
AT3G01670	AT3G01670.1	821096	797.1116538	437.2758852	0.866238032	0.029655153	1	-
AT3G01680	AT3G01680.1	821097	1066.551353	570.6558269	0.902260634	0.012999458	0.914146441	-
AT3G01970	AT3G01970.1	821270	72.57003944	35.82174717	1.018538349	0.016944337	1	WRKY45
AT3G02040	AT3G02040.1	821175	334.1933527	166.5035534	1.005130071	0.005012046	0.533468785	SRG3
AT3G02910	AT3G02910.1	821189	741.0850284	1085.405881	-0.550523645	0.029338353	1	-
AT3G03670	AT3G03670.1	821193	22.6924562	3.9880849	2.508444745	0.006451653	0.615956872	peroxidase
AT3G04030	AT3G04030.1	819558	86.06494851	55.3651263	0.636448264	0.041678511	1	myb
AT3G04030	AT3G04030.2	819558	86.33751734	55.3651263	0.641010079	0.040158367	1	myb
AT3G04030	AT3G04030.3	819558	86.33751734	55.3651263	0.641010079	0.040145402	1	myb
AT3G04110	AT3G04110.1	819566	66.44414152	132.1838844	-0.992332391	0.000551321	0.136924991	GLR1
AT3G04210	AT3G04210.1	819576	4.788751705	1.728908774	1.469787887	0.03142621	1	TIR-NBS
AT3G04720	AT3G04720.1	819632	829.1581499	524.0748853	0.661874327	0.00944616	0.759689637	PR4
AT3G05400	AT3G05400.1	819704	51.86255589	16.41408625	1.659758867	0.004998569	0.533468785	sugar transporter
AT3G05400	AT3G05400.2	819704	49.96132181	15.70824952	1.669289226	0.006432397	0.615956872	sugar transporter
AT3G05630	AT3G05630.1	819730	117.474202	64.02345253	0.875671585	0.0049915	0.533468785	PLDP2
AT3G05690	AT3G05690.1	819738	586.4353735	416.9957638	0.491939401	0.048746765	1	UNE8
AT3G05770	AT3G05770.1	819746	55.91157137	32.78668342	0.77003692	0.042973399	1	-
AT3G05900	AT3G05900.1	819759	2688.653883	4190.294757	-0.640167685	0.007878761	0.686255054	neurofilament
AT3G05905	AT3G05905.1	6241343	2686.316528	4219.537222	-0.651455473	0.007215092	0.65399254	other RNA
AT3G05950	AT3G05950.1	819765	20.9762553	4.140593443	2.340847691	0.027801471	1	germin-like
AT3G06020	AT3G06020.1	819773	76.16955654	52.07787829	0.548543824	0.047612007	1	-
AT3G06070	AT3G06070.1	819780	81.49137316	136.3504859	-0.742600595	0.035449508	1	-
AT3G06490	AT3G06490.1	819827	38.51680794	17.99527506	1.097869991	0.014737698	0.973905161	MYB108
AT3G07010	AT3G07010.1	819886	777.1673024	1102.445454	-0.504410167	0.043394761	1	pectate lyase
AT3G07720	AT3G07720.1	819963	224.719112	139.609989	0.68672066	0.012570242	0.895434843	kelch repeat
AT3G08040	AT3G08040.1	819995	1417.556025	597.1410843	1.247262018	1.46E-05	0.009279265	MAN1
AT3G08040	AT3G08040.2	819995	1419.187743	596.2709313	1.251025544	2.00E-05	0.012359027	MAN1
AT3G08860	AT3G08860.1	820034	269.257285	78.73134297	1.773975386	0.016571654	1	AGT
AT3G09020	AT3G09020.1	820054	79.48346137	135.30813	-0.76752192	0.029103259	1	glycosyltransferase
AT3G09680	AT3G09680.1	820125	100.3754249	46.03484827	1.124607799	0.001152163	0.225266207	RPS23A
AT3G09922	AT3G09922.1	820152	33.2819243	2.083557067	3.99761833	0.000140467	0.051120417	IPS1
AT3G10720	AT3G10720.1	820241	428.6211939	205.4260963	1.061083722	0.00118292	0.22646146	pectinesterase
AT3G10720	AT3G10720.2	820241	700.4116222	361.3320689	0.954877721	0.005530661	0.566268816	pectinesterase
AT3G10870	AT3G10870.1	820257	10.56118475	26.15765063	-1.308461284	0.001754937	0.282922057	MES17
AT3G12220	AT3G12220.1	820402	102.9731607	54.80197121	0.909968664	0.026192201	1	scpl16
AT3G12520	AT3G12520.1	820431	642.202341	338.347549	0.924521986	0.000235249	0.077205645	SULTR4;2
AT3G12520	AT3G12520.2	820431	646.0440985	339.9512325	0.926304845	0.000230426	0.076304175	SULTR4;2
AT3G12580	AT3G12580.1	820438	2038.927812	1355.459471	0.589028721	0.01223801	0.878579143	HSP70
AT3G12915	AT3G12915.1	3768815	79.11420909	47.12032695	0.74758728	0.013541302	0.940902936	GTPase
AT3G12915	AT3G12915.2	3768815	83.13901542	50.36398995	0.723133082	0.012771168	0.901016962	GTPase
AT3G13080	AT3G13080.1	820496	2023.933651	1325.591261	0.610525999	0.008301994	0.704291332	MRP3
AT3G13080	AT3G13080.2	820496	2024.491556	1325.591261	0.610923629	0.008262022	0.704291332	MRP3
AT3G13080	AT3G13080.3	820496	1510.63494	988.3130499	0.612115066	0.009570131	0.766381888	MRP3
AT3G13080	AT3G13080.4	820496	1933.475982	1268.057225	0.60857699	0.008334922	0.704291332	MRP3
AT3G13090	AT3G13090.1	820497	319.0191735	210.8688331	0.597297258	0.040275255	1	MRP8
AT3G13950	AT3G13950.1	820608	9.298304034	58.38688883	-2.650604934	0.001641167	0.270512833	-
AT3G14210	AT3G14210.1	820639	2.056878074	4.425403095	-1.105352593	0.041694028	1	ESM1
AT3G14620	AT3G14620.1	820690	84.33521444	26.49529219	1.670399122	9.90E-05	0.037907688	CYP72A8
AT3G14850	AT3G14850.1	820714	27.94073023	55.10387858	-0.979784143	0.006086378	0.597469589	-
AT3G14850	AT3G14850.2	820714	42.15379624	78.72044276	-0.901075773	0.006805857	0.639035636	-
AT3G14990	AT3G14990.1	820728	16269.78379	10723.73419	0.601387714	0.029490755	1	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G14990	AT3G14990.2	820728	15886.57203	10467.99695	0.601822447	0.029212266	1	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G14990	AT3G14990.3	820728	16269.78379	10723.73419	0.601387714	0.029489873	1	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G15115	AT3G15115.1	820742	83.29067695	137.6341494	-0.724611548	0.00978144	0.774862917	-
AT3G15500	AT3G15500.1	820789	18.22370997	1.228317301	3.891061498	6.72E-05	0.030272045	NAC3
AT3G15990	AT3G15990.1	820844	704.152305	330.0513015	1.093197224	0.000497586	0.127012286	SULTR3;4
AT3G16180	AT3G16180.1	820864	737.7115386	1110.302718	-0.589824368	0.015572589	1	POT
AT3G16240	AT3G16240.1	820870	4126.569238	7248.014461	-0.812642987	0.027723774	1	TIP2;1
AT3G16360	AT3G16360.1	820883	1.645232605	0	Inf	0.007553556	0.669594003	AHP4
AT3G16360	AT3G16360.2	820883	2.090853303	0	Inf	0.002061359	0.304142932	AHP4
AT3G16530	AT3G16530.1	820901	63.01867962	273.7949115	-2.119244202	5.57E-06	0.004993352	legume lectin
AT3G16650	AT3G16650.1	820917	119.6060904	78.62790317	0.605177568	0.036140735	1	PP1
AT3G16770	AT3G16770.1	820929	382.9075756	221.4780599	0.789832414	0.021581446	1	ERF72
AT3G16850	AT3G16850.1	820938	734.8177006	1059.223589	-0.527548872	0.027513172	1	pectinase
AT3G17510	AT3G17510.1	821016	595.0901014	977.2763076	-0.715658396	0.011914895	0.862117684	SnRK3.16
AT3G17510	AT3G17510.2	821016	460.1341998	769.76322	-0.74236005	0.00705932	0.65399254	SnRK3.16
AT3G17790	AT3G17790.1	821047	384.8167166	195.1089331	0.979891638	0.003690744	0.439031285	PAP17
AT3G19430	AT3G19430.1	821477	10.87268081	38.9973567	-1.842668638	0.007706311	0.675698702	LEA
